pub,theme_id,theme_name
US9345880B1,C24,闭环神经调控系统
US12011591B2,C9,经颅聚焦刺激装置
US8332046B2,C6,电极阵列植入制造
CN114447725B,C19,脑机接口交互控制
CN222510401U,C6,电极阵列植入制造
CN121730831A,C41,脑电电极采集装置
WO2022020045A1,C9,经颅聚焦刺激装置
US6690974B2,C4,神经刺激调控系统
US6529774B1,C42,脑电听觉调控降噪
US2019247662A1,C28,脑波交互反馈系统
US12263336B2,C9,经颅聚焦刺激装置
US20030097159A1,C29,深部脑刺激调控
US10463860B2,C8,神经刺激监测装置
US2018345019A1,C8,神经刺激监测装置
WO2024124045A1,C8,神经刺激监测装置
US20070067003A1,C43,癫痫监测预测干预
US11826154B2,C29,深部脑刺激调控
US20080255582A1,C6,电极阵列植入制造
US20050070810A1,C33,神经信号采集解码
US11801004B2,C39,脑活动监测与解码
WO2011123150A2,C31,植入式神经接口系统
US20220409049A1,C6,电极阵列植入制造
US20100161017A1,C26,神经刺激电极装置
US20050143790A1,C26,神经刺激电极装置
DE102019209096A1,C35,神经刺激参数优化
US6591138B1,C8,神经刺激监测装置
US20240285937A1,C36,自适应神经刺激调控
US20220111222A1,C18,神经刺激同步递送
US2017020448A1,C4,神经刺激调控系统
US9486389B2,C18,神经刺激同步递送
CN103002947A,C29,深部脑刺激调控
US20070118197A1,C29,深部脑刺激调控
CN114431880A,C41,脑电电极采集装置
CN115253072A,C37,神经调节刺激控制
US20210196964A1,C29,深部脑刺激调控
CA2251852C,C37,神经调节刺激控制
US8874218B2,C8,神经刺激监测装置
EP3787735A1,C31,植入式神经接口系统
WO2022072341A1,C29,深部脑刺激调控
US2025311954A1,C31,植入式神经接口系统
KR101430557B1,C29,深部脑刺激调控
WO2004016165A1,C29,深部脑刺激调控
US9033861B2,C8,神经刺激监测装置
US2019358465A1,C4,神经刺激调控系统
US2019209856A1,C44,脑电频率识别分析
CN120305568B,C9,经颅聚焦刺激装置
WO2024223898A1,C4,神经刺激调控系统
US20230211159A1,C37,神经调节刺激控制
CN120305568A,C9,经颅聚焦刺激装置
US10478085B2,C41,脑电电极采集装置
EP4140533B1,C35,神经刺激参数优化
CN104324446A,C9,经颅聚焦刺激装置
US5938689A,C18,神经刺激同步递送
WO2010147599A1,C29,深部脑刺激调控
EP4196003A4,C29,深部脑刺激调控
CN111840803A,C26,神经刺激电极装置
US20160331968A1,C18,神经刺激同步递送
US11583656B2,C26,神经刺激电极装置
EP4364791A3,C2,柔性电极采集装置
KR102618142B1,C31,植入式神经接口系统
JP7529685B2,C9,经颅聚焦刺激装置
CN117042678A,C35,神经刺激参数优化
US20110021943A1,C8,神经刺激监测装置
US7127301B1,C6,电极阵列植入制造
US7308317B1,C6,电极阵列植入制造
US20180193647A1,C4,神经刺激调控系统
US6993392B2,C6,电极阵列植入制造
US20030176905A1,C6,电极阵列植入制造
US7983756B2,C6,电极阵列植入制造
KR20200022687A,C6,电极阵列植入制造
WO2012027791A1,C8,神经刺激监测装置
US2021015392A1,C20,脑控轮椅交互系统
CN112450939B,C26,神经刺激电极装置
US11998740B2,C37,神经调节刺激控制
US2018064950A1,C29,深部脑刺激调控
WO2008011721A1,C6,电极阵列植入制造
CN114129893B,C37,神经调节刺激控制
CN114129893A,C37,神经调节刺激控制
KR102552199B1,C29,深部脑刺激调控
JP2009512505A,C26,神经刺激电极装置
CN118948291B,C6,电极阵列植入制造
US20230166072A1,C8,神经刺激监测装置
CN117440778A,C8,神经刺激监测装置
US20090221896A1,C2,柔性电极采集装置
WO2020061517A1,C10,神经信息分析诊断
US10821285B2,C35,神经刺激参数优化
US20150297108A1,C35,神经刺激参数优化
IN202541042586A,C8,神经刺激监测装置
CN116212231B,C19,脑机接口交互控制
CN116212231A,C19,脑机接口交互控制
CN111870813A,C11,睡眠脑电调控增强
CN111939472A,C2,柔性电极采集装置
CN111973874A,C26,神经刺激电极装置
KR1020130119620A,C4,神经刺激调控系统
KR101325368B1,C24,闭环神经调控系统
CN111973874B,C26,神经刺激电极装置
US9119583B2,C37,神经调节刺激控制
CN121065412A,C24,闭环神经调控系统
US8983628B2,C8,神经刺激监测装置
US8918178B2,C8,神经刺激监测装置
US6466822B1,C18,神经刺激同步递送
US10688298B2,C2,柔性电极采集装置
WO2022266953A1,C2,柔性电极采集装置
US12645297B2,C6,电极阵列植入制造
CN121918688A,C6,电极阵列植入制造
CN113589941B,C14,脑电信号采集处理
US20140094674A1,C35,神经刺激参数优化
US5178161A,C4,神经刺激调控系统
US5314495A,C4,神经刺激调控系统
US7706888B2,C26,神经刺激电极装置
US9215298B2,C8,神经刺激监测装置
US9872990B2,C37,神经调节刺激控制
US2021267523A1,C6,电极阵列植入制造
KR101817016B1,C29,深部脑刺激调控
US2018020972A1,C35,神经刺激参数优化
US63321650P0,C17,神经反馈刺激分析
US63325973P0,C17,神经反馈刺激分析
CN118902466A,C9,经颅聚焦刺激装置
US20230363690A1,C39,脑活动监测与解码
EP1534125A2,C2,柔性电极采集装置
CN113436170B,C9,经颅聚焦刺激装置
IN202541039300A,C33,神经信号采集解码
KR1020240074637A,C27,认知意识神经评估
CN117972412A,C11,睡眠脑电调控增强
CN120162567A,C14,脑电信号采集处理
US2017340262A1,C0,脑电情绪识别分析
IN202441085806A,C11,睡眠脑电调控增强
IN202541115913A,C11,睡眠脑电调控增强
CN121502352A,C16,事件相关电位检测
CN117093877A,C0,脑电情绪识别分析
CA3038970A1,C4,神经刺激调控系统
CN116746929A,C0,脑电情绪识别分析
US20200029849A1,C43,癫痫监测预测干预
US12193827B1,C0,脑电情绪识别分析
US20250000426A1,C0,脑电情绪识别分析
CN119587890A,C37,神经调节刺激控制
CN119587890B,C37,神经调节刺激控制
US20070233192A1,C18,神经刺激同步递送
US20120191158A1,C18,神经刺激同步递送
US8150508B2,C18,神经刺激同步递送
US8280505B2,C18,神经刺激同步递送
US9289599B2,C18,神经刺激同步递送
CN114306944A,C4,神经刺激调控系统
CN115212454B,C11,睡眠脑电调控增强
CN115212454A,C11,睡眠脑电调控增强
KR102055558B1,C17,神经反馈刺激分析
KR101470588B1,C42,脑电听觉调控降噪
KR20140137870A,C42,脑电听觉调控降噪
US12214140B2,C13,多模态神经交互评估
CN120459532A,C24,闭环神经调控系统
KR1020230171533A,C11,睡眠脑电调控增强
WO2018182827A1,C11,睡眠脑电调控增强
IN202521020645A,C36,自适应神经刺激调控
IN202341046071A,C12,视觉脑电解码评估
US10736561B2,C11,睡眠脑电调控增强
IN202411028052A,C4,神经刺激调控系统
IN202641049330A,C31,植入式神经接口系统
EP3602287A1,C11,睡眠脑电调控增强
CN111832416A,C1,脑电特征提取分类
CN111832416B,C1,脑电特征提取分类
CN112545532B,C11,睡眠脑电调控增强
CN112545532A,C11,睡眠脑电调控增强
CN114841192A,C0,脑电情绪识别分析
US12586479B2,C25,脑电信号模式识别
WO2020218013A1,C34,脑电图像生成与映射
CN201275369Y,C29,深部脑刺激调控
US20140057232A1,C11,睡眠脑电调控增强
IN202541098688A,C19,脑机接口交互控制
CN120636693A,C37,神经调节刺激控制
US10932688B2,C24,闭环神经调控系统
US2019069796A1,C11,睡眠脑电调控增强
KR102743336B1,C44,脑电频率识别分析
US11369770B2,C11,睡眠脑电调控增强
US20200139113A1,C29,深部脑刺激调控
CN109963609A,C28,脑波交互反馈系统
IN202641050100A,C25,脑电信号模式识别
IN202421079453A,C19,脑机接口交互控制
CN120544439A,C30,脑电神经反馈康复训练
IN202541125967A,C33,神经信号采集解码
US2018146916A1,C11,睡眠脑电调控增强
IN202411023369A,C4,神经刺激调控系统
US20110046502A1,C8,神经刺激监测装置
US20110046504A1,C17,神经反馈刺激分析
US20090030930A1,C10,神经信息分析诊断
US20090036756A1,C17,神经反馈刺激分析
US20090036755A1,C27,认知意识神经评估
US20110046503A1,C41,脑电电极采集装置
US8392251B2,C4,神经刺激调控系统
US20090030303A1,C13,多模态神经交互评估
US20090082643A1,C17,神经反馈刺激分析
US2018353096A1,C41,脑电电极采集装置
CN121731667A,C29,深部脑刺激调控
CN121731667B,C29,深部脑刺激调控
US2024036649A1,C33,神经信号采集解码
KR101939537B1,C29,深部脑刺激调控
KR102149615B1,C19,脑机接口交互控制
CN120673986A,C24,闭环神经调控系统
US10596382B2,C8,神经刺激监测装置
US20180169412A1,C8,神经刺激监测装置
US20090062629A1,C17,神经反馈刺激分析
US20090063256A1,C13,多模态神经交互评估
US10842404B2,C41,脑电电极采集装置
KR1020150036904A,C41,脑电电极采集装置
CN104799853A,C2,柔性电极采集装置
US10140628B2,C17,神经反馈刺激分析
US20140288406A1,C2,柔性电极采集装置
US2023346284A1,C26,神经刺激电极装置
CN112541668A,C5,眼动脑电视觉分析
CN102334989A,C6,电极阵列植入制造
US12340018B2,C33,神经信号采集解码
EP3753486A3,C41,脑电电极采集装置
US2023359275A1,C7,视觉刺激脑电分析
US12422927B2,C7,视觉刺激脑电分析
US7546158B2,C19,脑机接口交互控制
WO2024050545A3,C17,神经反馈刺激分析
US2016242669A1,C27,认知意识神经评估
US2016242699A1,C1,脑电特征提取分类
US12236014B2,C0,脑电情绪识别分析
KR20210045467A,C33,神经信号采集解码
US20260083375A1,C32,脑电信号评估分析
JP2020502683A,C10,神经信息分析诊断
JP2020502683A5,C10,神经信息分析诊断
US9558499B2,C27,认知意识神经评估
US2019294915A1,C8,神经刺激监测装置
US2025213170A1,C21,多模态脑电融合分析
WO2013080992A1,C21,多模态脑电融合分析
CN120392104A,C2,柔性电极采集装置
US2019090776A1,C17,神经反馈刺激分析
US20190269328A1,C39,脑活动监测与解码
EP3304255B1,C8,神经刺激监测装置
KR20250107978A,C7,视觉刺激脑电分析
US20260064204A1,C7,视觉刺激脑电分析
US20250341894A1,C7,视觉刺激脑电分析
KR20250090371A,C8,神经刺激监测装置
US20110144519A1,C32,脑电信号评估分析
US9798796B2,C16,事件相关电位检测
CN121306437A,C17,神经反馈刺激分析
US20210090460A1,C29,深部脑刺激调控
US2023032492A1,C17,神经反馈刺激分析
AU2020102578A4,C2,柔性电极采集装置
KR20170074427A,C14,脑电信号采集处理
WO2025160631A1,C12,视觉脑电解码评估
WO2023232268A1,C16,事件相关电位检测
GR1010460B,C20,脑控轮椅交互系统
US2025344989A1,C20,脑控轮椅交互系统
EP4531786A1,C20,脑控轮椅交互系统
US2022334641A1,C7,视觉刺激脑电分析
US11556175B2,C28,脑波交互反馈系统
KR1020200072099A,C8,神经刺激监测装置
US9885869B2,C20,脑控轮椅交互系统
US2014303511A1,C19,脑机接口交互控制
US2020281530A1,C20,脑控轮椅交互系统
US2021015393A1,C41,脑电电极采集装置
US5649066A1,C5,眼动脑电视觉分析
CN108968955A,C2,柔性电极采集装置
WO2016193979A1,C25,脑电信号模式识别
EP3151742A1,C26,神经刺激电极装置
WO9518565A1,C3,脑电状态检测评估
US2017123495A1,C2,柔性电极采集装置
WO2018230445A1,C2,柔性电极采集装置
JP2016501049A,C2,柔性电极采集装置
CN109483572B,C19,脑机接口交互控制
CN109483572A,C19,脑机接口交互控制
CN106030642A,C33,神经信号采集解码
CN115358777A,C5,眼动脑电视觉分析
CN115358777B,C5,眼动脑电视觉分析
US4861154A,C16,事件相关电位检测
US5052401A,C16,事件相关电位检测
US20230029127A1,C14,脑电信号采集处理
US11701053B2,C14,脑电信号采集处理
CN111343917A,C14,脑电信号采集处理
US20040059241A1,C32,脑电信号评估分析
CN118742876A,C17,神经反馈刺激分析
WO0027279A1,C41,脑电电极采集装置
CN111938633B,C2,柔性电极采集装置
CN111938633A,C2,柔性电极采集装置
US5243517A,C5,眼动脑电视觉分析
GB2221759B,C5,眼动脑电视觉分析
CN108537574A,C5,眼动脑电视觉分析
CN108960937A,C5,眼动脑电视觉分析
US20120078820A1,C28,脑波交互反馈系统
CN110178102A,C5,眼动脑电视觉分析
US2019377477A1,C5,眼动脑电视觉分析
EP3545388A1,C5,眼动脑电视觉分析
CN105578954A,C30,脑电神经反馈康复训练
WO2018174854A1,C5,眼动脑电视觉分析
WO2025216156A1,C44,脑电频率识别分析
EP3545388A4,C5,眼动脑电视觉分析
EP3545388B1,C5,眼动脑电视觉分析
KR1020250041363A,C15,心理生理反馈调节
US4498080A,C34,脑电图像生成与映射
US20030158495A1,C21,多模态脑电融合分析
US20040210156A1,C21,多模态脑电融合分析
US6795724B2,C21,多模态脑电融合分析
US7035686B2,C21,多模态脑电融合分析
CN115249379A,C5,眼动脑电视觉分析
KR20250067418A,C30,脑电神经反馈康复训练
KR101788969B1,C5,眼动脑电视觉分析
WO2021141262A1,C32,脑电信号评估分析
WO2019240564A1,C12,视觉脑电解码评估
WO2020159093A1,C15,心理生理反馈调节
US2022067376A1,C15,心理生理反馈调节
CN119509540A,C5,眼动脑电视觉分析
US20220175275A1,C32,脑电信号评估分析
US20020117176A1,C21,多模态脑电融合分析
US10524683B2,C25,脑电信号模式识别
US2016192858A1,C44,脑电频率识别分析
US4579125A,C21,多模态脑电融合分析
WO2023214413A1,C30,脑电神经反馈康复训练
CN112860073A,C5,眼动脑电视觉分析
CN120129492A,C34,脑电图像生成与映射
WO2024107111A1,C27,认知意识神经评估
KR20170013092A,C44,脑电频率识别分析
US5119816A,C41,脑电电极采集装置
CN122048449A,C5,眼动脑电视觉分析
KR102358741B1,C15,心理生理反馈调节
JP2004275619A,C35,神经刺激参数优化
US11432757B2,C14,脑电信号采集处理
CN105578954B,C30,脑电神经反馈康复训练
IN467517B,C30,脑电神经反馈康复训练
US10877647B2,C5,眼动脑电视觉分析
US2020329884A1,C18,神经刺激同步递送
US2020077915A1,C39,脑活动监测与解码
EP3714353A1,C23,生物信号虚拟交互
US2019155226A1,C23,生物信号虚拟交互
WO2019103841A1,C23,生物信号虚拟交互
CN103052351A,C28,脑波交互反馈系统
US20250349092A1,C34,脑电图像生成与映射
KR20170096284A,C28,脑波交互反馈系统
GB2564865A,C30,脑电神经反馈康复训练
US6654633B2,C33,神经信号采集解码
CN111798974A,C32,脑电信号评估分析
CN309976664S,C12,视觉脑电解码评估
CN108836320A,C32,脑电信号评估分析
US2021142657A1,C23,生物信号虚拟交互
US11727792B2,C23,生物信号虚拟交互
WO2021096559A1,C23,生物信号虚拟交互
US20090062681A1,C17,神经反馈刺激分析
US8386312B2,C10,神经信息分析诊断
US8386313B2,C8,神经刺激监测装置
US20110105937A1,C10,神经信息分析诊断
US9336535B2,C8,神经刺激监测装置
US20140164095A1,C8,神经刺激监测装置
WO2020014780A1,C27,认知意识神经评估
CA3102455A1,C27,认知意识神经评估
US20250370541A1,C29,深部脑刺激调控
US2025217676A1,C14,脑电信号采集处理
US20140164056A1,C5,眼动脑电视觉分析
US2024304098A1,C33,神经信号采集解码
JPWO2020138012A1,C16,事件相关电位检测
US20110004412A1,C33,神经信号采集解码
CN109923529A,C32,脑电信号评估分析
US12511872B2,C34,脑电图像生成与映射
US20110313308A1,C39,脑活动监测与解码
KR102191966B1,C28,脑波交互反馈系统
US9730642B2,C10,神经信息分析诊断
US10772527B2,C15,心理生理反馈调节
US12045389B2,C33,神经信号采集解码
US2023116214A1,C28,脑波交互反馈系统
US2018192907A1,C3,脑电状态检测评估
CN118340502A,C27,认知意识神经评估
US20220125368A1,C22,脑机虚拟交互控制
WO2012145142A3,C33,神经信号采集解码
CN119759205A,C7,视觉刺激脑电分析
US20190138885A1,C25,脑电信号模式识别
EP3304255A1,C10,神经信息分析诊断
WO2024050545A2,C17,神经反馈刺激分析
US10653330B2,C33,神经信号采集解码
EP3994554A1,C33,神经信号采集解码
CN114207556B,C33,神经信号采集解码
US20150005839A1,C8,神经刺激监测装置
US5571057A,C22,脑机虚拟交互控制
KR20240116093A,C14,脑电信号采集处理
RU2742071C1,C30,脑电神经反馈康复训练
KR20220011573A,C0,脑电情绪识别分析
CN121614026A,C34,脑电图像生成与映射
CA2909017C,C0,脑电情绪识别分析
IN499659A1,C0,脑电情绪识别分析
CA2909017A1,C0,脑电情绪识别分析
CN116712085B,C34,脑电图像生成与映射
CN110495881A,C1,脑电特征提取分类
KR20210051055A,C34,脑电图像生成与映射
US2015071600A1,C28,脑波交互反馈系统
CN122066822A,C1,脑电特征提取分类
US2021076970A1,C16,事件相关电位检测
KR20220098533A,C1,脑电特征提取分类
KR102758528B1,C34,脑电图像生成与映射
KR101797375B1,C41,脑电电极采集装置
KR20180130172A,C40,脑电虚拟现实交互
KR20190062285A,C1,脑电特征提取分类
CN108334766A,C0,脑电情绪识别分析
JP7781766B2,C33,神经信号采集解码
JP2023519968A,C33,神经信号采集解码
US8350804B1,C29,深部脑刺激调控
US20130204153A1,C39,脑活动监测与解码
CN119274789A,C27,认知意识神经评估
US10542904B2,C10,神经信息分析诊断
US11609633B2,C25,脑电信号模式识别
US2015079560A1,C11,睡眠脑电调控增强
US2017340230A1,C34,脑电图像生成与映射
US2016282940A1,C29,深部脑刺激调控
KR20210058496A,C34,脑电图像生成与映射
IN2015MN02988A,C0,脑电情绪识别分析
KR20260000942A,C5,眼动脑电视觉分析
KR102363723B1,C34,脑电图像生成与映射
KR1020220051613A,C1,脑电特征提取分类
CN102389306A,C0,脑电情绪识别分析
RU2467384C1,C0,脑电情绪识别分析
CN113436728A,C3,脑电状态检测评估
JP7675526B2,C16,事件相关电位检测
KR1020180065709A,C30,脑电神经反馈康复训练
CN113435234A,C7,视觉刺激脑电分析
CN116712085A,C34,脑电图像生成与映射
WO2014170897A1,C7,视觉刺激脑电分析
CN114601476A,C0,脑电情绪识别分析
CN121564129A,C34,脑电图像生成与映射
KR20200054069A,C0,脑电情绪识别分析
KR20210052986A,C34,脑电图像生成与映射
US2020357303A1,C42,脑电听觉调控降噪
US9503772B2,C28,脑波交互反馈系统
CN119847336A,C14,脑电信号采集处理
KR102366534B1,C34,脑电图像生成与映射
KR101566788B1,C29,深部脑刺激调控
CN108334766B,C0,脑电情绪识别分析
GB2514726A,C28,脑波交互反馈系统
CN119847336B,C14,脑电信号采集处理
KR20210051056A,C34,脑电图像生成与映射
US11468789B2,C42,脑电听觉调控降噪
IN202431034971A,C1,脑电特征提取分类
IN202531120857A,C14,脑电信号采集处理
KR1020220098533A,C34,脑电图像生成与映射
KR1020190062285A,C1,脑电特征提取分类
WO2023098303A1,C43,癫痫监测预测干预
CN114767130A,C0,脑电情绪识别分析
KR102365613B1,C30,脑电神经反馈康复训练
US11642068B2,C3,脑电状态检测评估
CN114242202A,C0,脑电情绪识别分析
JP2022099933A,C12,视觉脑电解码评估
CN114242202B,C0,脑电情绪识别分析
JP7563745B2,C12,视觉脑电解码评估
US9489732B1,C5,眼动脑电视觉分析
CN108852350A,C14,脑电信号采集处理
CN108852350B,C14,脑电信号采集处理
CN109190658A,C12,视觉脑电解码评估
CN112200912A,C34,脑电图像生成与映射
CN112203083A,C12,视觉脑电解码评估
CN112203083B,C12,视觉脑电解码评估
CN121814971A,C12,视觉脑电解码评估
KR1020220011573A,C34,脑电图像生成与映射
US20080082019A1,C43,癫痫监测预测干预
US20080226255A1,C0,脑电情绪识别分析
CN109816630B,C33,神经信号采集解码
CN119205731A,C12,视觉脑电解码评估
CN119205731B,C12,视觉脑电解码评估
US8392255B2,C17,神经反馈刺激分析
US2020364741A1,C12,视觉脑电解码评估
US20130073396A1,C5,眼动脑电视觉分析
US10303971B2,C7,视觉刺激脑电分析
KR20190090577A,C39,脑活动监测与解码
CN107595283B,C41,脑电电极采集装置
WO2014116826A1,C17,神经反馈刺激分析
US20200012346A1,C7,视觉刺激脑电分析
US2019290211A1,C28,脑波交互反馈系统
US2021030297A1,C14,脑电信号采集处理
WO2019173558A1,C13,多模态神经交互评估
KR20150036904A,C41,脑电电极采集装置
US4537198A,C26,神经刺激电极装置
AU2015200496A1,C27,认知意识神经评估
US2019294244A1,C22,脑机虚拟交互控制
WO2017200891A1,C2,柔性电极采集装置
US20150310750A1,C10,神经信息分析诊断
US20090281446A2,C43,癫痫监测预测干预
US7885706B2,C43,癫痫监测预测干预
WO2019046799A1,C21,多模态脑电融合分析
CN112233199A,C12,视觉脑电解码评估
CN112233199B,C12,视觉脑电解码评估
KR1020220022390A,C12,视觉脑电解码评估
RU2013110218A,C21,多模态脑电融合分析
US20220160291A1,C43,癫痫监测预测干预
WO2013057928A1,C16,事件相关电位检测
CN109816630A,C33,神经信号采集解码
EP3229678A1,C32,脑电信号评估分析
IL256068A,C33,神经信号采集解码
US11763340B2,C16,事件相关电位检测
KR20200057214A,C7,视觉刺激脑电分析
US2021321897A,C0,脑电情绪识别分析
EP4650916A1,C0,脑电情绪识别分析
US8391966B2,C29,深部脑刺激调控
US2020390358A1,C7,视觉刺激脑电分析
US2019246929A1,C33,神经信号采集解码
JP2013166005A,C41,脑电电极采集装置
US11324436B2,C4,神经刺激调控系统
DE602020044142T2,C7,视觉刺激脑电分析
ATE1756927T1,C7,视觉刺激脑电分析
DE602020066949T2,C7,视觉刺激脑电分析
CN2930616Y,C41,脑电电极采集装置
EP3558102A4,C10,神经信息分析诊断
EP3558102B1,C10,神经信息分析诊断
US2022276707A1,C33,神经信号采集解码
EP3903323A4,C22,脑机虚拟交互控制
US20220142546A1,C32,脑电信号评估分析
CN113974637B,C2,柔性电极采集装置
CN113974637A,C2,柔性电极采集装置
CN115607163A,C6,电极阵列植入制造
CN107788977A,C41,脑电电极采集装置
CN112043267A,C6,电极阵列植入制造
US2017095176A1,C2,柔性电极采集装置
US10921888B2,C11,睡眠脑电调控增强
CN114176608A,C2,柔性电极采集装置
WO2020056925A1,C2,柔性电极采集装置
CN108937924A,C33,神经信号采集解码
US8635105B2,C13,多模态神经交互评估
US20090063255A1,C17,神经反馈刺激分析
US20090025023A1,C13,多模态神经交互评估
JP2010537738A5,C17,神经反馈刺激分析
US20090327068A1,C8,神经刺激监测装置
US9314185B2,C6,电极阵列植入制造
US9314184B2,C2,柔性电极采集装置
US2018348863A1,C23,生物信号虚拟交互
EP4492343A2,C7,视觉刺激脑电分析
AU2014275189A1,C22,脑机虚拟交互控制
AU2024267113A1,C41,脑电电极采集装置
CN217408826U,C41,脑电电极采集装置
CN118576224A,C14,脑电信号采集处理
CN117204865A,C12,视觉脑电解码评估
US9078584B2,C41,脑电电极采集装置
CN121891024A,C25,脑电信号模式识别
CN119279589A,C41,脑电电极采集装置
CN114003129B,C22,脑机虚拟交互控制
CN114003129A,C14,脑电信号采集处理
US8392250B2,C40,脑电虚拟现实交互
WO2014197392A1,C22,脑机虚拟交互控制
US9996155B2,C19,脑机接口交互控制
EP3629912A1,C19,脑机接口交互控制
US2023248936A1,C15,心理生理反馈调节
CN106933348A,C30,脑电神经反馈康复训练
US2023012960A1,C15,心理生理反馈调节
IL274608B1,C19,脑机接口交互控制
US12147603B2,C19,脑机接口交互控制
US20180136725A1,C28,脑波交互反馈系统
JP5277405B2,C2,柔性电极采集装置
EP4078341A1,C8,神经刺激监测装置
US9383819B2,C22,脑机虚拟交互控制
CA2986204A1,C16,事件相关电位检测
US2016246371A1,C22,脑机虚拟交互控制
CN106406522B,C28,脑波交互反馈系统
US2003176806A1,C14,脑电信号采集处理
CN115299961A,C2,柔性电极采集装置
KR1020240024856A,C0,脑电情绪识别分析
CN107595283A,C2,柔性电极采集装置
CN122075001A,C2,柔性电极采集装置
US12186087B2,C2,柔性电极采集装置
US12023164B2,C2,柔性电极采集装置
JP2006094979A,C41,脑电电极采集装置
US20200356171A1,C19,脑机接口交互控制
CN107773254A,C40,脑电虚拟现实交互
EP4500308A4,C29,深部脑刺激调控
US20260080621A1,C29,深部脑刺激调控
WO2023224433A1,C29,深部脑刺激调控
JP2011120866A,C2,柔性电极采集装置
US2019294245A1,C33,神经信号采集解码
KR20160055103A,C13,多模态神经交互评估
US2015216439A1,C7,视觉刺激脑电分析
US11580409B2,C10,神经信息分析诊断
WO2012145142A2,C33,神经信号采集解码
EP3863276A1,C22,脑机虚拟交互控制
CN108478224A,C32,脑电信号评估分析
US10955917B2,C43,癫痫监测预测干预
US2022274010A1,C39,脑活动监测与解码
US2014058241A1,C12,视觉脑电解码评估
US2025208710A1,C28,脑波交互反馈系统
US20110237923A1,C21,多模态脑电融合分析
US11660419B2,C15,心理生理反馈调节
US12097332B2,C12,视觉脑电解码评估
WO2023288089A1,C15,心理生理反馈调节
WO2020255142A3,C21,多模态脑电融合分析
US20220313135A1,C21,多模态脑电融合分析
CN110414856A,C5,眼动脑电视觉分析
EP4395641B1,C42,脑电听觉调控降噪
US2025217465A1,C14,脑电信号采集处理
WO2016096743A1,C3,脑电状态检测评估
US8442626B2,C39,脑活动监测与解码
US20220031225A1,C39,脑活动监测与解码
US20200337624A1,C39,脑活动监测与解码
US9354702B2,C19,脑机接口交互控制
US11612808B2,C28,脑波交互反馈系统
EP4492343A3,C7,视觉刺激脑电分析
US2020107741A1,C41,脑电电极采集装置
US2023218856A1,C28,脑波交互反馈系统
US11517709B1,C28,脑波交互反馈系统
CN120000238B,C0,脑电情绪识别分析
WO2023039572A1,C27,认知意识神经评估
KR20250067429A,C19,脑机接口交互控制
CN120130925A,C13,多模态神经交互评估
RU2768172C1,C29,深部脑刺激调控
CN114098767A,C7,视觉刺激脑电分析
IN202411002741A,C12,视觉脑电解码评估
IN202411089196A,C12,视觉脑电解码评估
IN202641061373A,C36,自适应神经刺激调控
CN112493998A,C32,脑电信号评估分析
CN112493998B,C32,脑电信号评估分析
US11141088B2,C13,多模态神经交互评估
US2022091671A1,C12,视觉脑电解码评估
US9996983B2,C19,脑机接口交互控制
KR102820566B1,C33,神经信号采集解码
JP2021504853A,C19,脑机接口交互控制
US20170109437A1,C14,脑电信号采集处理
CN113712570A,C27,认知意识神经评估
US11253187B2,C30,脑电神经反馈康复训练
US20050177058A1,C0,脑电情绪识别分析
CN106560765A,C40,脑电虚拟现实交互
KR20240024856A,C0,脑电情绪识别分析
RU2009104463A,C29,深部脑刺激调控
KR102313622B1,C23,生物信号虚拟交互
CN115067971A,C17,神经反馈刺激分析
IDP00202501303A,C17,神经反馈刺激分析
US9764109B2,C17,神经反馈刺激分析
US111326325B1,C39,脑活动监测与解码
IN202444048931A,C34,脑电图像生成与映射
US20250134447A1,C27,认知意识神经评估
CN113995411A,C23,生物信号虚拟交互
US2014354532A1,C19,脑机接口交互控制
CN114756121A,C0,脑电情绪识别分析
US12053291B2,C33,神经信号采集解码
US11172869B2,C39,脑活动监测与解码
CN115904084B,C14,脑电信号采集处理
CN115904084A,C14,脑电信号采集处理
US63374509P0,C17,神经反馈刺激分析
JP2003522580A,C32,脑电信号评估分析
WO03005899A2,C10,神经信息分析诊断
IN202641017292A,C25,脑电信号模式识别
US2014228702A1,C33,神经信号采集解码
WO2019092456A1,C33,神经信号采集解码
US2021365114A1,C37,神经调节刺激控制
CN100366215C,C32,脑电信号评估分析
WO03073175A2,C19,脑机接口交互控制
US11771955B2,C32,脑电信号评估分析
KR20210115129A,C40,脑电虚拟现实交互
KR101710013B1,C42,脑电听觉调控降噪
US2014354534A1,C22,脑机虚拟交互控制
US2022326771A1,C19,脑机接口交互控制
CN112587136A,C32,脑电信号评估分析
CN112587136B,C32,脑电信号评估分析
CN204765635U,C14,脑电信号采集处理
US10795441B2,C25,脑电信号模式识别
US2019121431A1,C25,脑电信号模式识别
US4557270A,C23,生物信号虚拟交互
US20040152995A1,C32,脑电信号评估分析
US20230050715A1,C9,经颅聚焦刺激装置
WO2008077178A1,C5,眼动脑电视觉分析
KR20190045041A,C25,脑电信号模式识别
NL2038199B1,C32,脑电信号评估分析
NL2038199A,C32,脑电信号评估分析
US11609632B2,C23,生物信号虚拟交互
US20210055794A1,C23,生物信号虚拟交互
US12433527B1,C33,神经信号采集解码
CN109875501A,C30,脑电神经反馈康复训练
CN109875501B,C30,脑电神经反馈康复训练
WO2022240355A1,C37,神经调节刺激控制
US6475161B1,C16,事件相关电位检测
