pub,topic_code,topic_name,country,is_cn,year,func,scene,princ,in_degree
US10463860B2,A61N1,电疗器械,美国,0,2018,施加刺激|检测共振响应|确定波形特征,神经活动监测,刺激,17.0
US2018345019A1,A61B5,身体诊断测量,美国,0,2018,传递电脉冲|发送和接收数据或信号|处理数据|记录神经活动,治疗疾病|神经刺激,电脉冲刺激|神经活动记录,0.0
WO2024124045A1,A61N1,电疗器械,世界知识产权组织,0,2023,发送神经刺激信号|接收并记录电活动信号|生成神经行为的开始时间的预测,脑状态监测,刺激信号抑制神经行为,8.0
US20070067003A1,A61N1,电疗器械,美国,0,2006,刺激干预效果分析|实时提取神经元放电特征,癫痫发作的预测和预防,刺激输出信号直接提供给异常神经元活性区域|神经元放电特征确定刺激干预时机,266.0
US11826154B2,A61N1,电疗器械,美国,0,2019,神经刺激|脑电监测|诱发电位活动监测,慢性疼痛来源识别|慢性疼痛治疗,神经通路刺激引起慢性疼痛反应|诱发电位活动作为神经通路识别依据,0.0
US20080255582A1,A61B19,手术辅助器械,美国,0,2007,使用模板在颅骨预定位置形成孔或开口,植入|监测脑活动信号|递送神经调节治疗,,106.0
US20050070810A1,A61B5,身体诊断测量,美国,0,2003,使用信号控制应用|发送到远程接收器|检查信号的电压电平和持续时间|检测神经信号,控制应用,差动电位检测,19.0
US11801004B2,A61B5,身体诊断测量,美国,0,2019,生成大脑模型|生成大脑状态参数|生成控制信号,刺激|脑状态监测|颅内测量,,1.0
WO2011123150A2,A61B5,身体诊断测量,世界知识产权组织,0,2010,SARADC转换|无线传输,微电极技术领域|神经接口,内-皮肤通信|轨道到轨道操作,8.0
US20220409049A1,A61B5,身体诊断测量,美国,0,2021,注射器注射式植入,脑信号测量|脑刺激,柔性元件接触皮层表面测量信号或传送刺激|集成电路发射/接收信号,0.0
US20100161017A1,A61B6,放射诊断设备,美国,0,2009,刺激信号施加|控制电极单元阻抗|检测电生理信号,光诱导神经元活动测量|脑刺激,信号施加单元与电极单元一体形成，使施加位置近似于测量位置,23.0
US20050143790A1,A61N1,电疗器械,美国,0,2004,化学传感|化学取样|化学递送|电刺激|细胞递送|记录|遗传物质递送,中枢神经系统|大脑,跨模式神经接口,181.0
DE102019209096A1,A61N1,电疗器械,德国,0,2019,发送神经刺激信号|确定神经刺激信号|获得关于个人姿势的信息|获得神经元起搏信号,本体感受信息传达|神经刺激|运动信息传达|运动指示,基于所获得的信息确定施加到传入轴突的神经刺激信号|第一和第二神经刺激信号共同施加到皮层,11.0
US6591138B1,A61N1,电疗器械,美国,0,2000,低频时变电刺激|施加电信号刺激|磁场感应电流,神经组织,低频能量施加,411.0
US20240285937A1,A61N1,电疗器械,美国,0,2024,接收感测信号|确定目标刺激模式|递送刺激信号|递送预设目标刺激模式库,深部脑刺激,基于感测信号的至少一个特征来确定目标刺激模式,0.0
US20220111222A1,A61N2,磁疗器械,美国,0,2021,以随机可变的脉冲间隔用TMS装置进行经颅磁刺激|电刺激,成瘾(SUD)|治疗PTSD|自闭症谱系障碍|阿尔茨海默氏病,随机可变脉冲间隔的磁刺激,2.0
US2017020448A1,A61N1,电疗器械,美国,0,2016,刺激指令发送|刺激身体部位|提供感觉反馈|检测神经信号,康复装置,神经活动触发|闭环,0.0
US9486389B2,A61F7,热疗冷疗器具,美国,0,2013,以时间延迟施加所选的第一刺激|选择引起相位重置的第一刺激|递送第二刺激|验证刺激是否抑制病理性同步和振荡神经活动,非侵入性去同步神经刺激,病理性同步和振荡神经活动的抑制|相位重置,19.0
CN103002947A,A61N1,电疗器械,中国,1,2011,产生神经刺激信号|治疗场模型表示治疗区域|生理模型,患者脑部|脑深部刺激,治疗场模型表示治疗区域|生物电信号指示电极与目标组织部位的距离|生理模型指示接近电极的患者组织特性,57.0
US20070118197A1,A61N1,电疗器械,美国,0,2006,刺激信号施加|记录脑电图信号,深部脑刺激|神经障碍治疗,,33.0
CN114431880A,A61B5,身体诊断测量,中国,1,2021,测量电极置于皮肤表面|脑电信号经由硬脑膜、颅骨嵌入物、皮肤、测量电极的路线传递,医疗器械技术领域,信号传递稳定，实现长时程植入|通过颅骨嵌入物传递脑电信号减少干扰|颅骨嵌入物具有导电性,3.0
CN115253072A,A61N1,电疗器械,中国,1,2022,电刺激与脑电采集工作模式|自适应监测与刺激调节,电子信息技术领域,刺激反馈检测模式|脑电采集终端在整个刺激过程都参与到工作,14.0
US20210196964A1,A61N1,电疗器械,美国,0,2020,显示脑信号信息及刺激参数值|检测电生理信号|电刺激疗法|识别电极组合,感测生理信号|神经调节治疗,,18.0
CA2251852C,A61N1,电疗器械,加拿大,0,1998,产生响应|信号调理|多电极闭环响应系统|多通道记录EEG|识别神经生理事件,偏头痛|头痛|慢性疼痛治疗|癫痫|神经疾病的治疗,关闭-环响应|感觉输入|电刺激|神经事件检测|药物释放,4.0
US8874218B2,A61N1,电疗器械,美国,0,2013,施加电信号到脑神经,向患者提供电神经刺激治疗,持续时间小于患者的心动周期并且在患者的心动周期期间,29.0
EP3787735A1,A61N1,电疗器械,欧洲专利局,0,2019,传输|接收|植入|记录,神经接口系统,,0.0
WO2022072341A1,A61N1,电疗器械,世界知识产权组织,0,2021,显示脑信号信息|检测电生理信号|管理电刺激治疗|识别电极组合,感测生理信号|电刺激治疗,,0.0
US2025311954A1,G06F3,输入输出装置,美国,0,2025,传输|接收|植入|记录,神经接口系统,,0.0
KR101430557B1,A61B5,身体诊断测量,韩国,0,2012,利用患者的刺激脑电信号|检测脑活性,脑刺激治疗领域,脑血流量变化与脑刺激的实时反馈机制,3.0
WO2004016165A1,A61B5,身体诊断测量,世界知识产权组织,0,2003,感觉刺激|检测脑活性,功能性疾病的诊断与治疗|脑神经元活性调节,通过感觉刺激调节脑神经元节律活性,10.0
US9033861B2,A61N2,磁疗器械,美国,0,2009,低频时变电刺激|施加电信号刺激|磁场感应电流,神经组织,低频能量施加|磁场在患者脑中感应电流,44.0
US2019358465A1,A61N2,磁疗器械,美国,0,2019,分析接收到的信息|生成治疗协议|生成空间图|获得频谱,神经系统电磁治疗,神经网络频率指示功能受损|空间图比较,0.0
US2019209856A1,A61N2,磁疗器械,美国,0,2017,分析接收到的信息|生成空间图|获得频谱|识别治疗频率,脑电治疗,神经网络频率指示功能受损,0.0
CN120305568B,A61N1,电疗器械,中国,1,2025,双阶段经颅交流电信号输出|提取目标脑波特征参数|脑电信号重构|识别治疗频率,失眠|焦虑干预|经颅交流电刺激技术领域,生理先验|相位锁定|相邻脑区关联信息|通用与个体化先验|邻接矩阵或图拉普拉斯算子,0.0
WO2024223898A1,G06F3,输入输出装置,世界知识产权组织,0,2024,硬膜外电刺激(EES)|解码ECoG信号为运动意图|解码ecog信号为运动意图|递送神经调节剂,神经疾病的治疗|脊髓损伤(SCI),脑-脊髓接口(BSI),0.0
US20230211159A1,A61N1,电疗器械,美国,0,2022,第一组合刺激，根据预定的第一频率重复地接通/断开信号，根据第一频率的接通信号作为根据预定的第二频率的刺激被施加|经颅交流电刺激(tACS),基于实时脑电信号监测通过夹带同步振荡刺激脑电波的定制TACS装置,夹带同步振荡,3.0
CN120305568A,A61N1,电疗器械,中国,1,2025,双阶段经颅交流电信号输出|提取目标脑波特征参数|脑电信号重构|识别治疗频率,失眠|焦虑|经颅交流电刺激技术领域,生理先验|相位锁定|相邻脑区关联信息|通用与个体化先验|邻接矩阵或图拉普拉斯算子,2.0
US10478085B2,A61N1,电疗器械,美国,0,2018,插入大脑的针状基座|输入核团的电活动|输出电刺激,,第一阻抗,1.0
EP4140533B1,A61N1,电疗器械,欧洲专利局,0,2022,将特征与多个模板进行比较|接收表示多个信号的信息,感测生理信号|电刺激治疗,模板匹配,0.0
CN104324446A,A61N1,电疗器械,中国,1,2014,即用即插方式安装|螺钉紧固,大鼠颅脑电刺激,电刺激,13.0
US5938689A,A61N1,电疗器械,美国,0,1998,使用电流幕包围脑的特定区域|将多个脑表面电极电连接在一起,刺激脑组织|脑神经起搏,神经元去极化,269.0
WO2010147599A1,G06F17,数据处理,世界知识产权组织,0,2009,将特征与多个模板进行比较|施加刺激|检测脑状态发作,感知增强|脑状态监测|认知增强,脑状态与刺激关联|脑状态基于功能脑信号数据值范围,3.0
EP4196003A4,A61B5,身体诊断测量,欧洲专利局,0,2021,基于相空间确定频率范围|施加低频刺激(LFS)|施加刺激频率|测量诱发化合物活性(ECA)|测量高频振荡(HFO),深部脑刺激,低频刺激诱发化合物活性|相空间分析|高频刺激,0.0
CN111840803A,A61N2,磁疗器械,中国,1,2020,产生频率控制信号|使用电流幕包围脑的特定区域|提取神经电信号主频序列,,变频磁刺激|生物电反馈,4.0
US20160331968A1,A61N1,电疗器械,美国,0,2016,密封电子设备封装|柔性电路电极阵列,皮质视觉假体,刺激视觉皮层,14.0
US11583656B2,A61M21,精神治疗装置,美国,0,2019,信号耦合模块算法|参数调整|声刺激和电刺激的耦合,诊断和/或治疗神经退行性疾病和神经障碍,声信号耦合到电脉冲|深部脑电刺激,0.0
EP4364791A3,A61N1,电疗器械,欧洲专利局,0,2019,焊接|表面处理|连接技术,电刺激生物的组织|神经刺激,电脉冲电刺激,0.0
KR102618142B1,A61B5,身体诊断测量,韩国,0,2022,丝涂覆|基于相空间确定频率范围,记录指示神经活动的信号,丝涂层在电极插入后熔化并消失|使用简单电极减少插入损伤,0.0
JP7529685B2,A61B5,身体诊断测量,日本,0,2020,插入组合的颅内电极阵列|特定设计定位接地电极和参考电极,床边颅内脑电图记录,电安静位置定位原理,0.0
US2021015392A1,A61N1,电疗器械,美国,0,2019,制造支撑杆,深部颅内电极|脑电图仪,形状记忆或预成型原理,0.0
CN112450939B,A61B5,身体诊断测量,中国,1,2020,光刺激|深层刺入电极记录|表层平面电极记录,脑机接口,光遗传学刺激激活神经元|多空间尺度神经信号同步监测,0.0
US11998740B2,A61N1,电疗器械,美国,0,2023,使用个体患者的数据识别最佳治疗目标|经皮神经电刺激|经颅电磁感应|经颅磁刺激,阿尔茨海默病和相关痴呆的治疗,修饰可塑性改变的机制|诱导局部脑代谢的变化|调节皮质兴奋性或反应性,1.0
US2018064950A1,A61N2,磁疗器械,美国,0,2016,分析接收到的信息|生成治疗协议|生成空间图|获得频谱,神经系统电磁治疗,神经网络频率对应受损功能|空间图比较识别治疗频率,0.0
WO2008011721A1,A61N1,电疗器械,世界知识产权组织,0,2007,切割|堆叠|熔化,神经刺激,连续聚合物绝缘膜包封,43.0
CN114129893B,A61N1,电疗器械,中国,1,2021,定向刺激方法|特定设计定位接地电极和参考电极,医疗器械领域|脑深部刺激,神经刺激协议|空间分辨率高,0.0
CN114129893A,A61N1,电疗器械,中国,1,2021,刺激域调控|定向刺激方法|特定设计定位接地电极和参考电极,医疗器械领域|脑深部刺激,位置参数解耦|空间分辨率高,2.0
KR102552199B1,A61N1,电疗器械,韩国,0,2021,使用tACS的缓冲模式|使用tDCS的主模式,无创脑刺激医疗保健,电刺激,0.0
JP2009512505A,A61N1,电疗器械,日本,0,2006,产生神经刺激信号|控制神经刺激器|通过超声信号充电,可植入医疗装置,神经刺激协议,69.0
CN118948291B,A61B5,身体诊断测量,中国,1,2024,固定相对位置|植入目标组织|直接电连接,微电极技术领域,刺激组件与采集组件分别通过电极端子连接，定型剂固定相对位置,0.0
CN117042678A,A61B5,身体诊断测量,中国,1,2022,传输更新的刺激指令|分析测量信号|刺激指令发送|基于活动量度确定更新的刺激参数值|控制向受试者递送电刺激|神经信号采集,神经病症监测,光学传感|电刺激,1.0
US20110021943A1,A61B5,身体诊断测量,美国,0,2009,刺激区域|记录信号,假体|神经接口,细胞外信号指示微通道中的轴突中的动作电位|细胞外刺激电流在微通道中的轴突中诱导动作电位,173.0
US7127301B1,A61N1,电疗器械,美国,0,2003,体微机械加工|电镀金属,可植入视网膜假体|感测|神经假体|神经刺激,弹簧柔性附接|生物相容性,84.0
US7308317B1,A61N1,电疗器械,美国,0,2005,体微机械加工|电镀金属,可植入视网膜假体|感测|神经假体|神经刺激,弹簧柔性连接,36.0
US20180193647A1,A61B5,身体诊断测量,美国,0,2018,动态电流分配,神经刺激器,电荷平衡,13.0
US6993392B2,A61N1,电疗器械,美国,0,2002,组装阵列的方法,神经假体|脑机接口系统,,79.0
US20030176905A1,A61N1,电疗器械,美国,0,2002,组装阵列,神经假体|脑机接口系统,,28.0
US7983756B2,A61N1,电疗器械,美国,0,2005,组装阵列的方法,神经假体|脑机接口系统,,6.0
KR20200022687A,A61N1,电疗器械,韩国,0,2018,微通道电极,神经信号采集|神经刺激,电极与神经胶质层物理分离|神经元生长因子促进再生,0.0
WO2012027791A1,A61N1,电疗器械,世界知识产权组织,0,2011,共享的总线互连|分布可植入神经刺激|控制操作每个电极|电极细胞获得电动力和命令信号,神经刺激系统,通过总线对接的触点到形成电接触,52.0
US10688298B2,A61N1,电疗器械,美国,0,2017,在互连结构和锚定结构上沉积绝缘材料层|在基层上形成互连件|在基层上形成锚定结构|在绝缘层上形成电极层|暴露互连结构的一部分,神经接口,,0.0
WO2022266953A1,A61B5,身体诊断测量,世界知识产权组织,0,2021,在绝缘介质上设置往背离绝缘介质延伸方向倾斜的凸起|将电容呈阵列集中包裹在绝缘介质内|采用柔性微丝电极,生物医学工程|脑机接口系统,凸起使柔性微丝电极进入生物组织后能与生物组织保持相对固定|将处理神经元脉冲信号所需的大面积电容设置于绝缘介质内|柔性微丝电极具有与神经元轴突相当的弯曲刚度,4.0
US12645297B2,G06F3,输入输出装置,美国,0,2025,使用插入器桥接电极阵列与电子器件|电连接,硬膜下植入的神经接口,生物相容性,0.0
CN121918688A,G06F3,输入输出装置,中国,1,2024,通过辅助针带动多根柔性探针同时运动，植入神经组织内的目标位置,脑机接口技术领域,辅助针带动多根柔性探针同时运动，避免多次植入损伤,0.0
CN113589941B,H04W4,无线业务,中国,1,2021,多样化配置|无线通信|电极阵列布置,脑机接口,基于大脑上的不同区域、不同的通信频段实现电信号在检测、传输、接收等多个环节的多样化配置,0.0
US20140094674A1,A61B5,身体诊断测量,美国,0,2013,信号获取|发送和接收遥测数据,植入体内,无线传输|生物相容,126.0
US5178161A,A61N1,电疗器械,美国,0,1991,微电极刺激|选择微电极形状使其在远离另一微电极处尺寸至少与靠近处一样大|通过行和列选择线、开关和多路复用器仅向选定的微电极对传递电流,神经刺激系统|神经系统部分的刺激和记录,双极模式降低噪声|通过增加离子通量线数目增强刺激效果,251.0
US5314495A,A61F2,植入假体,美国,0,1992,微电极刺激|选择微电极形状使其在远离另一微电极处尺寸至少与靠近处一样大|通过行和列选择线、开关和多路复用器仅向选定的微电极对传递电流,中枢神经系统|神经系统部分的刺激和记录,双极和单极刺激模式|通过增加离子通量线数目增强刺激效果,222.0
US7706888B2,A61N1,电疗器械,美国,0,2006,信号源连接到载体一侧的电极之一，返回路径连接到载体另一侧的对应电极|设置至少两个导电电极在载体的相对侧,神经刺激器,低阻抗电极,35.0
US9215298B2,A61B5,身体诊断测量,美国,0,2014,刺激区域|测量神经元活动,患者控制的大脑修复系统|脑机接口系统,调节患者大脑中的觉醒水平,17.0
US9872990B2,A61N1,电疗器械,美国,0,2015,施加刺激序列|选择性同步或去同步所诱发的响应的上升或下降截击|递送第二刺激,神经刺激,不应期|刺激的相对定时|纤维群征募,104.0
US2021267523A1,A61B5,身体诊断测量,美国,0,2019,传输|处理|接收|植入,患者神经接口,,0.0
KR101817016B1,A61B5,身体诊断测量,韩国,0,2016,传递突触刺激|信号获取|分析测量信号|控制神经刺激器,患者神经接口,放电活动|突触刺激类型,0.0
US2018020972A1,A61B5,身体诊断测量,美国,0,2016,以延迟的方式施加刺激|刺激施加|沿着路径扫描患者的身体表面|选择两个或多个区域,刺激神经元,相位同步具有局部最大值,0.0
US63321650P0,,,美国,0,2022,分析神经反应测量|记录信号并传输记录的信号,脑机接口,直接神经连接确定|神经信号转发,0.0
US63325973P0,,,美国,0,2022,分析神经反应测量|记录信号并传输记录的信号,脑机接口,直接神经连接确定|神经信号转发,0.0
CN118902466A,A61B5,身体诊断测量,中国,1,2024,经颈动脉导管探测,经颈动脉颅内脑电信号探测,通过导管进入血管采集脑电信号,2.0
US20230363690A1,A61B5,身体诊断测量,美国,0,2023,生成大脑模型|生成大脑状态参数|生成控制信号|获得测量值,脑状态监测|颅内测量,,1.0
EP1534125A2,A61B5,身体诊断测量,欧洲专利局,0,2003,血管方法|部署纳米电极|随血流携带感测端,脑机接口,感测端位于靠近或与血管相交的神经处|近端神经支配的几何关系,0.0
CN113436170B,G06T7,图像分析,中国,1,2021,有限元计算|经颈动脉导管探测|脑部三维建模|设计效果预估,基于磁共振影像的医学影像处理|经颅电刺激个体化优化,二次矩阵优化计算原理|有限元分析,0.0
CN111939472A,A61N1,电疗器械,中国,1,2020,以激光器作为光源|将柔性深部脑电极附着于柔性光纤的表面|结合柔性光纤材料|采用蚕丝蛋白作为柔性深部脑电极的衬底层、绝缘层和封装层的主要材料,颅内刺激记录,光脉冲神经刺激与神经电生理信号采集功能于一体|光遗传学兴奋和抑制|改善植入器件对脑组织的机械顺应性,19.0
CN111973874A,A61N1,电疗器械,中国,1,2020,信号融合与预处理|刺激施加|多传感融合的光电组合刺激方式,脊髓损伤导致的运动功能丧失或部分丧失的病人,亚阈值电刺激和光刺激的神经选择性|靶向刺激激活,8.0
KR1020130119620A,A61N1,电疗器械,韩国,0,2012,伪影检测|初始电刺激|电刺激参数控制|神经信号定量分析,关闭环脑电刺激|脑电刺激,关闭环基上的反应信号|神经递质信号分析|适应性分析,12.0
KR101325368B1,A61B5,身体诊断测量,韩国,0,2012,伪影检测|初始电刺激|单段和局部神经信号定量分析|电刺激参数控制|随机脑产生,脑电刺激装置,适应性分析|闭环控制原理,2.0
CN111973874B,A61N1,电疗器械,中国,1,2020,信号融合与预处理|刺激施加|多传感融合的光电组合刺激方式,脊髓损伤导致的运动功能丧失或部分丧失的病人,亚阈值电刺激和光刺激的神经选择性|靶向刺激激活,0.0
US9119583B2,A61B5,身体诊断测量,美国,0,2013,测量神经元活动|生成脉冲|确定激励频率,减轻或消除功能紊乱症状|诊断性脑功能紊乱查明,去同步化|夹带|感觉刺激,24.0
CN121065412A,G06F3,输入输出装置,中国,1,2025,定义刺激单元集合|实时采集感受电极信号|执行闭环控制流程|获取基线校正参数|配置感受与刺激电极区域,生物电信号调控|类脑类器官电刺激,刺激-响应-调节的闭环控制,0.0
US8983628B2,A61N1,电疗器械,美国,0,2012,刺激神经|调节神经信号|非侵入性传输能量,COPD|哮喘|抑郁|焦虑|癫痫|纤维肌痛,激活神经通路以释放抑制性神经递质,83.0
US8918178B2,A61N1,电疗器械,美国,0,2012,刺激神经|调节神经信号|非侵入性传输能量,COPD|哮喘|抑郁|焦虑|癫痫|纤维肌痛,激活神经通路以释放抑制性神经递质,95.0
US6466822B1,A61N1,电疗器械,美国,0,2000,传送非响应性电刺激信号|诱导癫痫样活动|递送感觉刺激|递送电刺激信号,治疗疾病|癫痫,去同步化,428.0
US20230166072A1,A61M21,精神治疗装置,美国,0,2023,调整、控制或管理神经振荡的频率|音频和视觉刺激的神经刺激,MCI|阿尔茨海默病,感觉γ刺激|神经振荡频率的调节,16.0
CN117440778A,A61B5,身体诊断测量,中国,1,2021,调整、控制或管理神经振荡的频率|音频和视觉刺激的神经刺激|音频和视觉大脑刺激的组合和/或序列,MCI|阿尔茨海默病,向大脑的认知状态或认知功能提供有益影响|神经振荡频率的调节,3.0
US20090221896A1,A61B5,身体诊断测量,美国,0,2007,刺激传输|检测神经元活动|电极与神经元电磁相互作用,大脑与数据处理设备之间数据传输,电磁相互作用,70.0
WO2020061517A1,A61N2,磁疗器械,世界知识产权组织,0,2019,相位-幅度耦合|计算重复磁脉冲|识别可激发相位,重复经颅磁刺激,通过放大目标振荡产生伽马波活性或其它神经学响应,7.0
US10821285B2,A61N1,电疗器械,美国,0,2018,对偶绑带算法|更新反馈奖励值|记录反馈|迭代重复|选择刺激臂,神经调节治疗,刺激臂相关指数,1.0
US20150297108A1,A61B5,身体诊断测量,美国,0,2014,刺激参数优化|发送信号|检测神经元活动|确定频率|确定频率差,认知能力提高,信号频率可操作以将当前频率向目标频率修改|利用反馈刺激用户脑以尝试实现目标脑状态,43.0
IN202541042586A,A61B5,身体诊断测量,印度,0,2025,动态图重新着色|量子辅助优化,个性化脑机接口（BCI）治疗|中风康复|运动学习应用,动态重新着色|将突触连接表示为图,0.0
CN116212231B,A61N1,电疗器械,中国,1,2023,图像辨别|学习、回忆和判断图像信息|磁刺激|脑机接口,记忆力实验|记忆增强,经颅直流电刺激配合脑机接口轮次向头皮固定点位施加电刺激,0.0
CN116212231A,A61B5,身体诊断测量,中国,1,2023,图像辨别|学习、回忆和判断图像信息|磁刺激|脑机接口,记忆力实验|记忆增强,经颅直流电刺激配合脑机接口轮次向头皮固定点位施加电刺激|记忆巩固,0.0
CN111870813A,A61N1,电疗器械,中国,1,2020,EEG信号解码和预处理|刺激指令发送|机器学习算法判断睡眠阶段|递送电刺激信号,睡眠时,促进特定神经元(ABNs)的同步从而增强记忆|睡眠时慢波频率脑电刺激,9.0
IN202541039300A,A61B5,身体诊断测量,印度,0,2025,低功耗设计原则|基于SNN的自适应算法|持续学习范式|模块化框架|神经信号处理,假肢控制|神经康复|脑控智能环境|认知增强|辅助移动设备,事件驱动特性|生物合理的认知模型|神经启发计算架构|脉冲神经网络（SNN）|闭环反馈,0.0
KR1020240074637A,G09B19,教学科目,韩国,0,2023,功率谱分析|提供学习方法|提取θ波|确定记忆能力,,θ波与记忆能力相关,0.0
CN117972412A,G06F18,模式识别,中国,1,2023,半监督学习|增强|数据增强|骨干网络,睡眠脑电信号处理,动态调整阈值|半监督学习,0.0
CN120162567A,G06N5,知识推理,中国,1,2025,GCN与BiLSTM结合|图驱动的脑电信号非欧编码|基于先验生成的小样本脑电特征增强|跨任务迁移学习的脑电表征学习,脑电信号分类|脑电信号预测|跨任务迁移领域,先验生成|深度模型|空间特征与时序特征联合建模|迁移学习|非欧几何编码,0.0
US2017340262A1,A61B5,身体诊断测量,美国,0,2015,分类为多个簇|指定簇|生成分类器|确定脑疾病|获取学习数据项,脑疾病诊断辅助系统,基于簇内疾病信息生成分类器,0.0
IN202441085806A,A61B5,身体诊断测量,印度,0,2024,实时监测|数据增强|机器学习模型|特征提取|生成对抗网络（GAN）,个性化人机界面|人机交互|界面自适应,基于生成对抗网络增强数据|持续监测神经生理状态并调整界面|捕捉人类脑活动潜在模式和变化,0.0
IN202541115913A,B60W20,混合动力控制,印度,0,2025,SMOTE过采样|Shapley加法解释|信号解码和预处理|基于强化学习的增强|幅度缩放|时间扭曲|注意力加权融合|深度学习|自适应数据增强|集成分类|高斯噪声添加,人机交互|心理健康监测|神经反馈系统,Shapley加法解释|强化学习|迁移学习,0.0
CN121502352A,G06N3,神经网络,中国,1,2025,半监督学习|基于特征空间的主动学习方法|数据增强|选择性标注机制,脑机接口技术领域,主动学习的选择性标注机制|半监督学习,0.0
CN117093877A,G06F18,模式识别,中国,1,2023,对比学习分析|损失计算|提取差分熵特征|数据增强|特征连接|训练情绪识别模型|采集脑电样本,情绪识别,判别器损失|对比学习损失|差分熵特征|相似度矩阵,6.0
CA3038970A1,A61B1,内窥镜检查,加拿大,0,2017,向癫痫发作病灶施加电流并阻止癫痫发作进展|感测癫痫样活动|脑电信号增强,癫痫检测和治疗|神经血管信号管理,从传统的EEG改进的用于癫痫的应用特异性工具,3.0
CN116746929A,A61B5,身体诊断测量,中国,1,2023,增强|时序对比学习|混合增强|跨视图预测任务,脑电情绪识别,挖掘脑电信号的时序信息|通过同时减少正对之间的距离和增加负对之间的距离来学习可判别表征,7.0
US20200029849A1,A61B5,身体诊断测量,美国,0,2017,感测癫痫样活动|施加电流|脑电信号增强|血管内脑电,癫痫检测|癫痫治疗|神经血管信号管理,微创|永久植入,8.0
US12193827B1,A61B5,身体诊断测量,美国,0,2023,基于深度学习的筛查模型|数据增强|训练模型|预测,脑障碍患者分类,深度学习,1.0
US20250000426A1,A61B5,身体诊断测量,美国,0,2023,基于深度学习的筛查模型|数据增强,脑部疾病诊断,脑电图分析,1.0
CN119587890A,A61N1,电疗器械,中国,1,2024,实时采集刺激期间脑电信号并动态调整刺激参数|将脑电信号与行为表现标签对齐|提取频段特征生成刺激参数|获取相位同步性最高的通道对|采集并预处理多通道内源性脑电信号,认知任务期间,前额叶和顶叶之间的相位同步性|闭环反馈控制,2.0
CN119587890B,A61N1,电疗器械,中国,1,2024,实时采集刺激期间脑电信号并动态调整刺激参数|将脑电信号与行为表现标签对齐|提取频段特征生成刺激参数|获取相位同步性最高的通道对|采集并预处理多通道内源性脑电信号,工作记忆增强|认知任务期间,前额叶和顶叶之间的相位同步性|闭环反馈控制,0.0
US20070233192A1,A61N1,电疗器械,美国,0,2007,与ECG的QRS波部分同步|将外源性电信号传送到迷走神经|将电脉冲组织或图案化为一系列微脉冲串|模拟和/或增强内源性传入活动,抑郁症|癫痫,外源性电信号模拟和/或增强源自患者心脏和/或肺的内源性传入活动|迷走神经将来自心脏和肺的动作电位传导到脑的各种结构，从而引发迷走神经诱发电位,148.0
US20120191158A1,A61N1,电疗器械,美国,0,2012,与ECG的QRS波部分同步|向迷走神经传递外源性电信号|将电脉冲组织或图案化为一系列微脉冲串|模拟和/或增强内源性传入活动|每个微脉冲串包括2至20个脉冲,治疗|癫痫,外源性电信号模拟和/或增强内源性传入活动，从而增强迷走神经诱发电位|迷走神经将起源于心脏和肺的动作电位传导到大脑的不同结构，从而引发迷走神经诱发电位,20.0
US8150508B2,A61N1,电疗器械,美国,0,2007,外源性电信号模拟和/或增强内源性传入活动|将电脉冲组织或图案化为一系列微脉冲串|微脉冲串与ECG的QRS波部分同步|植入的电信号发生器向迷走神经传递外源性电信号|每个微脉冲串包括2至20个脉冲,抑郁症|癫痫,外源性电信号模拟和/或增强源自患者心脏和/或肺的内源性传入活动|迷走神经将起源于心脏和肺的动作电位传导到大脑的不同结构，从而引发迷走神经诱发电位,43.0
US8280505B2,A61N1,电疗器械,美国,0,2009,一系列被组织或图案化为一系列微脉冲串的电脉冲|向迷走神经传递外源性电信号|外源性电信号模拟和/或增强源自患者心脏和/或肺的内源性传入活动|每个微脉冲串与ECG的QRS波部分同步,抑郁症|癫痫,外源性电信号模拟和/或增强内源性传入活动，从而增强迷走神经诱发电位|迷走神经将起源于心脏和肺的动作电位传导到大脑的不同结构，从而在这些结构中引发迷走神经诱发电位,35.0
US9289599B2,A61N1,电疗器械,美国,0,2012,一系列被组织或图案化为一系列微脉冲串的电脉冲|向迷走神经传递外源性电信号|外源性电信号模拟和/或增强源自患者心脏和/或肺的内源性传入活动|每个微脉冲串与ECG的QRS波部分同步|每个微脉冲串包括2至20个脉冲,抑郁症治疗|癫痫治疗,外源性电信号模拟和/或增强内源性传入活动，从而增强迷走神经诱发电位|迷走神经将起源于心脏和肺的动作电位传导到大脑的不同结构，从而在这些结构中引发迷走神经诱发电位,12.0
CN114306944A,A61N2,磁疗器械,中国,1,2022,光刺激|同时进行磁刺激和光刺激|磁刺激,住院治疗,功能脑区神经网络交互作用|增强脑电波的γ频段和θ频段|神经可塑性,6.0
CN115212454B,A61N1,电疗器械,中国,1,2022,在睡眠期间释放刺激信号|在记忆练习过程中对小脑进行电刺激|根据用户指令与信号特点对刺激单元进行控制|采集个体睡眠状态的脑电数据|采集个体非睡眠状态时的小脑脑电信号,经颅交流电刺激技术领域|辅助人脑程序性记忆的快速增强,经颅直流电刺激|记忆巩固,0.0
