pub,topic_code,topic_name,country,is_cn,year,func,scene,princ,in_degree,relevant,category,reason
CN117883705B,A61N1,电疗器械,中国,1,2024,外周神经阻抗拓扑分布测量算法|闭环电刺激,外周神经电刺激|电疗系统,环形结构和双钩结构利于固定|绕簧结构增加弹性和形变范围|阻抗拓扑分布测量,0.0,False,无关,涉及外周神经电刺激，非脑信号采集或神经调控
CN117883705A,A61N1,电疗器械,中国,1,2024,外周神经阻抗拓扑分布测量算法|闭环电刺激,外周神经电刺激|电疗系统,环形结构和双钩结构利于固定|绕簧结构增加弹性和形变范围|阻抗拓扑分布测量,0.0,False,无关,涉及外周神经电刺激，非脑信号采集或神经调控
US7076307B2,A61N1,电疗器械,美国,0,2004,可充电电池|外部刺激器|植入式刺激接收器|组合可植入装置|脉冲发生器|脉冲电刺激,偏头痛|抑郁症|焦虑症|痴呆|癫痫|神经性疼痛|肥胖症|进食障碍,神经电刺激,287.0,False,无关,涉及迷走神经刺激，非脑信号采集或脑机接口应用。
US4977895A,A61N1,电疗器械,美国,0,1989,数字混频器组合频率|电抗元件提供补偿|脉冲发生器|调节载波频率产生脉冲串输出|高通和低通滤波器的组合,医疗用电气设备|神经电刺激,初始组织阻抗更高，施加的电压必须更高才能保持恒定电流|刺激参数|刺激波形,182.0,False,无关,电神经刺激器未涉及脑信号采集或解码，仅通用神经刺激，非BCI核心或直接应用。
US4541432A,A61N1,电疗器械,美国,0,1982,在第三时间段内抑制脉搏波的传送|矩形波形,抑制器质性疼痛,伪随机函数选择时间段和重复率|消除有害感觉和神经细胞对刺激的适应,450.0,False,无关,电刺激神经纤维抑制疼痛，非脑信号采集或解码，不涉及BCI核心。
WO2021003290A1,A61N1,电疗器械,世界知识产权组织,0,2020,模型|确定刺激参数|算法,脊髓刺激系统,亚感知刺激|能量值表示为频率的函数,12.0,False,无关,涉及脊髓电刺激，非脑信号采集或神经调控
US9981132B2,A61N1,电疗器械,美国,0,2016,根据响应于当前状态的刺激参数的实现而获得的生理水平的规则，以有组织的及时方法确定状态之间的可能转换|状态转换模型,迷走神经刺激治疗,状态转换模型|矩阵根据测量的生理水平与目标水平确定状态之间的转换规则,0.0,False,无关,涉及迷走神经刺激，非脑信号采集或神经调控核心，且未提及脑机接口应用。
WO2021178105A1,A61N1,电疗器械,世界知识产权组织,0,2021,使用一个或多个模型|使用调制函数|占空比循环刺激|调节子感知刺激参数,神经刺激,根据时间调节总电荷,16.0,False,无关,涉及可植入脉冲发生器刺激，但未明确脑信号采集或神经调控，属一般神经刺激技术。
US20190002835A1,C12N5,动物细胞培养,美国,0,2016,3类器官三维神经组织结构|体外产生3所述的方法|干细胞分化,脑机接口|药物筛选,神经元细胞类型分化|神经组织产生,15.0,False,无关,涉及脑类器官制备，非脑信号采集或神经调控
CN114588534A,A61N1,电疗器械,中国,1,2022,接口通过转接线连接|水凝胶贴片粘在电极上|阵列设计,功能康复训练|手臂|肌电信号采集|腿部|躯干,非侵入式|高密度多通道,5.0,False,无关,仅涉及肌电信号采集与肌肉康复，未涉及脑信号或神经调控。
WO2021201353A1,A61B5,身体诊断测量,世界知识产权组织,0,2020,基于多个生物信号确定疼痛程度|增加和向多个受检者提供多个疼痛刺激|存储多个疼痛阈值和多个生物信号,疼痛分析,疼痛阈值与生物信号的关联,3.0,False,无关,生物信号未明确为脑信号，且非BCI核心，属一般疼痛分析
US62935901P0,,,美国,0,2019,分析电生理信号|刺激体内目标|检测电生理信号,癫痫,神经调节,4.0,False,无关,涉及肾神经调节，非脑信号采集或脑机接口应用。
US20060009815A1,A61N1,电疗器械,美国,0,2005,刺激和/或阻断迷走神经|矩形和/或复合电脉冲,帕金森病|癫痫,神经调节迷走神经和/或其分支,221.0,False,无关,迷走神经刺激不涉及脑信号采集或解码，非BCI核心或边缘应用。
US11717682B2,A61N1,电疗器械,美国,0,2020,经皮神经电刺激,人体中经皮电神经刺激,电刺激神经,4.0,False,无关,经皮电刺激神经镇痛，非脑信号采集或脑调控，不涉及脑机接口。
US20120130449A1,A61F11,耳科治疗器具,美国,0,2010,反转波形约为零电平|施加电脉冲|时间反转波形,耳蜗植入,不对称脉冲波形,37.0,False,无关,耳蜗植入属听觉假体，非脑信号采集或神经调控
WO2019204884A1,A61N1,电疗器械,世界知识产权组织,0,2019,传送电刺激|定位电极阵列|细化刺激参数|获得电生理响应的记录|评估记录的一个或多个选择的特性|识别吸收水平,混合神经的神经刺激,通过评估记录的特性识别由电刺激所吸收的纤维类型,83.0,False,无关,刺激外周混合神经，非脑信号采集或脑调控
US7991475B1,A61N1,电疗器械,美国,0,2006,高密度微加工,听神经植入物|神经刺激和/或感测,向听觉神经递送电脉冲/从听觉神经接收数据,102.0,False,无关,涉及听神经刺激，非脑信号采集或脑机接口应用
US20080275527A1,A61N1,电疗器械,美国,0,2007,使用热塑性聚合物在多个模具中重复加热|向完成的阵列施加适当量的热量产生曲线|在折叠内和折叠外添加附加材料|在柔性电路阵列中提供折叠或扭转|沿着边缘添加材料,人工感觉刺激|皮层刺激,热塑性聚合物热成型原理|电极阵列与神经组织接触压力控制,59.0,False,无关,涉及视网膜假体神经刺激，但非脑信号采集或脑机接口核心应用。
CN103245724A,G01N27,电化学检测,中国,1,2013,以1mV为增量由低到高逐渐改变激发脉冲信号的电压幅值|使神经细胞的部分胞壁结构与微电极阵列的微电极接触形成生物电接口|将体外培养的神经细胞制成细胞悬液加入到微电极阵列芯片的生物相容性玻璃套环中|改变药物浓度探测电信号激发条件阈值|添加药物到生物相容性玻璃套环中|由微电极阵列MEA系统产生激发脉冲信号激励神经细胞,药物作用下神经细胞放电性能检测,神经细胞产生标准动作电位信号时的激发脉冲信号的电压幅值作为当前药物浓度下的电激发信号条件阈值,8.0,False,无关,涉及体外神经细胞药物检测，非脑信号采集或BCI应用
US6587724B2,A61N1,电疗器械,美国,0,2000,快速、自动和/或交互式地编程刺激参数的值|施加激励电流脉冲|通过多电极接触电极阵列的单个电极接触的选定分组施加电刺激,神经刺激系统,刺激电流从阳极电极流向阴极电极,372.0,False,无关,涉及通用神经刺激器编程，未特指脑信号或脑机接口应用
US6731986B2,A61N1,电疗器械,美国,0,2003,幅度编程|快速、自动和/或交互式地编程刺激参数的值|施加激励电流脉冲|通过多电极接触电极阵列的单个电极接触的选定分组施加电刺激,可植入电刺激器|神经刺激系统,刺激电流从阳极电极流向阴极电极|感知阈值机制,140.0,False,无关,涉及通用神经刺激器编程，未特指脑信号采集或脑机接口应用。
CN117907396A,G01N27,电化学检测,中国,1,2023,三维微柱阵列|套刻,电化学检测,增加比表面积|提供连续的电场分布,4.0,False,无关,电化学传感器，未涉及脑信号采集或神经调控
JP2007521076A5,A61N1,电疗器械,日本,0,2004,可植入电极组件|引线容纳在电缆中|电极阵列由柔性支撑部件|第一多个电极连接到第一引线|第二多个电极连接到第二引线,患者电刺激,偏置电极产生电场,0.0,False,无关,仅涉及植入式电刺激装置，未提及脑信号采集或解码，非BCI核心或边缘应用。
JP2007521076A,A61N1,电疗器械,日本,0,2004,可植入电极组件|引线容纳在电缆中|电极阵列由柔性支撑部件|第一多个电极连接到第一引线|第二多个电极连接到第二引线,患者电刺激,偏置第一多个电极在第一电位，第二多个电极在第二电位，产生电场,22.0,False,无关,仅涉及植入式电刺激装置，未提及脑信号采集或解码，非BCI应用。
US10780264B2,A61N1,电疗器械,美国,0,2018,,治疗患者的医学疾病,,10.0,False,无关,仅涉及脑部电刺激治疗，无脑信号采集或解码，非BCI
US20120078327A1,A61N1,电疗器械,美国,0,2011,微装置定位|接口引导信号或流体|柔性支撑构件附接,神经刺激,,62.0,False,无关,涉及神经刺激电极组件，但未明确脑信号采集或BCI应用，属一般神经刺激器械。
US20190344075A1,A61N1,电疗器械,美国,0,2019,信号处理算法|多极时空刺激|时空选择性刺激,神经系统功能支持|脊髓的电神经刺激,多极时空刺激,21.0,False,无关,涉及脊髓电刺激，非脑信号采集或脑机接口应用。
WO2023194449A1,A61N1,电疗器械,世界知识产权组织,0,2023,可弯曲衬底至少部分地围绕神经布置|神经内电极穿透神经外表面建立电连接|表面电极在神经外表面建立电连接,电刺激至少一个神经,电极与神经电连接,2.0,False,无关,涉及神经电刺激装置，非脑信号采集或脑机接口应用。
US20070027514A1,A61N1,电疗器械,美国,0,2005,将电极阵列分布在凸面或凹面上,深部脑刺激以减轻神经障碍|盆底刺激以减轻失禁或性功能障碍|胃肠刺激以减轻胃轻瘫或肥胖|脊髓刺激以减轻慢性疼痛,适形电极阵列,500.0,False,无关,涉及脊髓、胃肠等刺激，未提及脑信号采集或脑机接口
US20170173326A1,A61N1,电疗器械,美国,0,2016,信号处理算法|多极时空刺激|时空选择性刺激,神经系统功能支持,脊髓回路和/或背根的多极时空刺激,83.0,False,无关,涉及脊髓电刺激，非脑信号采集或脑机接口应用。
WO2016090436A1,A61N1,电疗器械,世界知识产权组织,0,2015,使用反馈|完成反馈回路|导出反馈变量|测量神经信号|自适应地补偿反馈回路,控制神经刺激,反馈控制|诱发动作电位,102.0,False,无关,涉及神经刺激反馈控制，但非脑信号采集或BCI应用
GB2468441A,A61B5,身体诊断测量,英国,0,2008,基于受试者的整体活动水平或身体一部分的使用/活动确定阻断刺激的递送时机|重复或周期性阻断外周神经结构中的传导,神经调节,阻断外周神经结构中的传导,0.0,False,无关,涉及外周神经阻断，非脑信号采集或脑调控
WO2009073891A1,A61N1,电疗器械,世界知识产权组织,0,2008,施加电刺激治疗|植入刺激电极,神经障碍治疗,靶向神经刺激治疗,12.0,False,无关,涉及植入电极神经刺激治疗，非脑信号采集解码或BCI应用。
US6060048A,A01N63,微生物及酶处理,美国,0,1995,将具有附着的细胞的支持基质植入到脑中|将细胞附着到支持基质上,亨廷顿氏病|慢性疼痛治疗|癫痫|脑外伤|阿尔茨海默氏病,细胞附着到基质表面,87.0,False,无关,涉及脑内细胞移植治疗，非脑信号采集或神经调控
US8406877B2,A61N1,电疗器械,美国,0,2007,基于检测到的对所施加刺激的生理反应滴定刺激|将刺激场导向所选神经目标,选择性神经刺激,刺激场导向|闭环功能,120.0,False,无关,涉及神经刺激但未提及脑信号采集或解码，非BCI核心应用。
CN103732284A,A61M31,体腔给药器,中国,1,2012,可植入电极阵列提供多个通信信道|密封罩壳容纳电路|放大器电路处理电信号|无线传输|经皮附接装置连接,可植入的无线神经装置,无线介质透明|生物相容性,30.0,False,无关,仅描述通用可植入电接口，未明确涉及脑信号或神经调控
US6038480A,A61N1,电疗器械,美国,0,1998,信号传输|接收来自主电缆的电力和来自数据导体的数据|电极控制,活组织刺激|记录技术,局部控制活性位点,638.0,False,无关,涉及可植入电极刺激，但未明确脑信号或神经调控，属通用电刺激设备。
WO2025151770A1,A61N1,电疗器械,世界知识产权组织,0,2025,神经调节,患者缓解状态诱导|神经刺激递送,减少剂量而不相应减少或显著减少有效性,0.0,False,无关,涉及神经电刺激但未提及脑信号采集或解码，非BCI核心应用
US6167304A,A61N1,电疗器械,美国,0,1999,引入脉冲可变性|施加脉冲外电场|脉冲可变性,癫痫发作控制|神经系统电场操纵|震颤治疗,电场刺激在神经系统共振中激发|调节正常自发刺突模式,135.0,False,无关,涉及外周神经电场调控，非脑信号采集或脑机接口应用
WO2012155188A1,A61N1,电疗器械,世界知识产权组织,0,2012,刺激参数更新|刺激参数设置|比较治疗图|测量神经信号|确定精神状态,神经刺激|脊髓刺激,治疗关系控制变量到反馈变量|诱导作用电位,211.0,False,无关,涉及脊髓神经刺激，非脑信号采集或脑机接口应用。
US20150142082A1,A61N1,电疗器械,美国,0,2013,电刺激|结合生物反馈,生物反馈治疗,电刺激调制神经,147.0,False,无关,涉及神经电刺激但非脑信号采集解码，且生理反馈非核心脑机接口
US10471262B2,A61N1,电疗器械,美国,0,2018,产生输入信号|传输输入信号|植入神经刺激器|电信号施加|转换输入信号为电脉冲,植入式医疗设备|神经刺激器系统,电脉冲调制|电辐射耦合,52.0,False,无关,涉及一般神经刺激器，未特指脑信号采集或脑机接口应用
US7894913B2,A61N1,电疗器械,美国,0,2007,电刺激|电刺激波形|神经调节,骨盆区域,神经调节,76.0,False,无关,神经调节刺激针对骨盆神经，非脑信号采集或脑调控。
EP4434461A3,A61N1,电疗器械,欧洲专利局,0,2019,定位可植入电极阵列|细化刺激参数|获得电生理响应的记录|评估记录的一个或多个选择的特性|递送电刺激,混合神经的神经刺激,通过评估记录的一个或多个选择的特性来分析记录，根据观察到的选择的特性来识别由电刺激募集的一种或多种纤维类型的募集水平,0.0,False,无关,涉及混合神经电刺激与记录，非脑信号采集或神经调控，不属BCI领域。
AU2020428944A1,A61N1,电疗器械,澳大利亚,0,2020,反馈控制变量|神经特征预测模型|闭环控制,亚感知治疗|脊髓刺激治疗,基于加速度计信号预测神经特征,8.0,False,无关,基于加速度计信号预测神经特征，非脑信号采集或解码，不属BCI
CN107073217A,A61M5,注射器械,中国,1,2015,特征信号分析|量化第一群体数据和第二群体数据之间的关系,自主神经刺激(ANS)疗法,没有诱发的生理反应|诱发的生理反应,3.0,False,无关,涉及自主神经刺激疗法，非脑信号采集或神经调控，与BCI无关。
AU2020218139B2,A61N1,电疗器械,澳大利亚,0,2020,使用训练数据选择刺激参数|接收模型|接收适配信息,脊髓刺激系统,模型指示优选刺激参数的范围或体积|适配信息包括症状、刺激信息和表型信息,0.0,False,无关,涉及刺激器参数调整，未提及脑信号采集或解码，非BCI核心或边缘应用。
WO2021188824A1,A61N1,电疗器械,世界知识产权组织,0,2021,微制造|微加工方法,脑机接口,,0.0,False,无关,涉及薄膜引线组件制造，未提及脑信号或神经调控
CN104096313A,A61N1,电疗器械,中国,1,2014,体内外线圈耦合进行数据和能量的经皮无线传输|刺激参数调制|无线通信|柔性电路板工艺|聚酰亚胺绝缘封装,动物实验研究|脊髓神经电刺激,神经刺激|神经电刺激,69.0,False,无关,涉及脊髓电刺激，非脑信号采集或脑机接口应用。
US20090012590A1,A61N1,电疗器械,美国,0,2007,利用放置在电极之间的神经导体提供电流通过的路径,神经刺激治疗,通过神经导体提供电流通过的路径，而不是允许电流扩散到相邻组织,110.0,False,无关,涉及神经刺激电流扩散控制，非脑信号采集或解码，非BCI应用。
US11766561B2,A61N1,电疗器械,美国,0,2018,提供刺激的方法,疼痛状况|骨盆病症,,10.0,False,无关,涉及神经调节刺激器但未明确脑信号采集或解码，非BCI核心应用。
US20060074450A1,A61N1,电疗器械,美国,0,2005,可编程脉冲发生器|外部刺激器提供刺激/阻断脉冲|感应耦合|电源选择电路切换,传入迷走神经调节治疗癫痫、抑郁症、帕金森氏病等|传出迷走神经刺激治疗心房纤颤和充血性心力衰竭|海绵状神经刺激治疗勃起功能障碍|深部脑刺激治疗帕金森病|疼痛状况|胃神经或胃壁刺激治疗肥胖症|脊髓神经电刺激|骶神经刺激治疗尿失禁,神经刺激|神经调节|迷走神经调节,463.0,False,无关,涉及神经刺激植入系统，但未涉及脑信号采集解码或BCI应用，属一般神经调控医疗器械。
US20080077192A1,A61N1,电疗器械,美国,0,2007,亚阈值刺激|电信号驱动刺激元件|非周期性刺激,中风患者治疗,诱导神经塑性变化,338.0,False,无关,神经刺激系统不涉及脑信号采集或解码，非BCI核心或边缘应用。
US7917225B2,A61N1,电疗器械,美国,0,2006,将电刺激施加到与神经过程相关联的患者的脑的位置|施加电刺激|确定脑活动变化|选择至少一个神经过程,治疗,电刺激|神经过程（计划过程、启动过程和执行过程）,25.0,False,无关,仅涉及脑电刺激治疗运动障碍，无脑信号采集或解码，非BCI
US7908009B2,A61N1,电疗器械,美国,0,2006,将电刺激施加到与神经过程相关联的患者的脑的位置|施加靠近半球间裂、西尔维亚裂或在两个裂之间的电刺激|确定脑活动变化|选择至少一个神经过程,治疗,电刺激|神经过程,23.0,False,无关,仅涉及脑电刺激治疗运动障碍，无脑信号采集或解码，非BCI。
US20110152967A1,A61N1,电疗器械,美国,0,2011,刺激神经纤维|感应电流和/或电场|磁刺激|输送能量,帕金森病|术后认知功能障碍|神经退行性疾病|阿尔茨海默病,减轻神经炎症|抗炎,376.0,False,无关,刺激迷走神经治疗神经退行性疾病，非脑信号采集或脑机接口应用。
US20230414947A1,A61N1,电疗器械,美国,0,2023,反馈控制变量调节|神经特征预测模型|闭环控制,子感知疗法|脊髓刺激治疗,基于加速度计信号预测神经特征|神经特征作为反馈控制变量,5.0,False,无关,基于加速度计信号预测神经特征，非脑信号采集或解码，不属BCI
US20190168000A1,A61N1,电疗器械,美国,0,2017,反馈控制变量调节|实时采集脑电信号|导出反馈变量|应用补偿传递函数|施加神经刺激,神经调节,刺激传递函数|反馈控制|补偿传递函数,70.0,False,无关,涉及外周神经刺激与ECAP反馈，非脑信号采集或脑机接口应用。
US20080051839A1,A61N1,电疗器械,美国,0,2006,独立调节两相波形中的至少一个相位的至少一个刺激参数|自动滴定神经刺激治疗,神经刺激治疗,确定检测到的副作用是否归因于递送的神经刺激治疗,375.0,False,无关,涉及神经刺激治疗副作用检测，非脑信号采集解码或BCI应用
US12138457B2,A61N1,电疗器械,美国,0,2021,导出反馈变量|应用补偿传递函数|控制未来刺激的刺激参数值|施加神经刺激|测量神经复合动作电位反应,神经刺激控制,反馈控制|距离相关传递函数补偿,2.0,False,无关,涉及神经刺激与ECAP反馈，但未涉及脑信号采集或脑机接口应用
US11191966B2,A61N1,电疗器械,美国,0,2017,刺激参数控制|实时采集脑电信号|导出反馈变量|应用补偿传递函数|施加神经刺激,神经调节,反馈控制|距离相关传递函数补偿,12.0,False,无关,涉及神经刺激和ECAP反馈，但非脑信号采集或脑机接口应用。
US8457764B2,A61N1,电疗器械,美国,0,2011,弯曲控制元件沿电极阵列长度分布,前庭植入物|耳蜗植入物,根据弯曲半径阈值控制弯曲柔性,50.0,False,无关,涉及耳蜗/前庭植入物电极阵列，非脑信号采集或神经调控核心
US20210146140A1,A61N1,电疗器械,美国,0,2020,图形呈现|计算|选择,神经调节系统,,0.0,False,无关,仅涉及电刺激规划，未提及脑信号采集或神经调控
CN110573065A,A61B5,身体诊断测量,中国,1,2018,,,,9.0,False,无关,电刺激系统未明确涉及脑信号，生物信号非核心，属一般医疗器械
US8494640B2,A61N1,电疗器械,美国,0,2009,阳极电流同时从第一电极和第二电极中的一个提供给组织|阴极电流从组织下沉到第一电极和第二电极中的另一个,治疗,电极组织接触表面积差异导致电流密度分布变化,30.0,False,无关,神经刺激系统但未涉及脑信号采集或解码，非BCI核心应用。
CN117618768A,A61N1,电疗器械,中国,1,2023,包裹部分卷曲包裹固定在神经外膜上|穿植部分穿透神经膜内植入神经束中,周围神经电刺激,空间定向刺激记录|立体柔性电极结构,1.0,False,无关,涉及外周神经电极，非脑信号采集或调控，不属脑机接口。
WO2023240693A1,A61B5,身体诊断测量,世界知识产权组织,0,2022,在周围神经束内部和表面采集或施加电信号|施加电信号|植入到截断的周围神经或神经残端|通过导线传输采集到的电信号,周围神经修复|神经残端,孔隙便于周围神经的重建并在重建后与周围神经紧密接触,2.0,False,无关,涉及周围神经电极，非脑信号采集或神经调控，不属BCI领域。
WO2023240691A1,A61N1,电疗器械,世界知识产权组织,0,2022,施加电信号|电极位点电耦合导线层|线性式柔性电极植入,周围神经电刺激|神经信号检测,电极位点与周围神经接触以采集或施加电信号,2.0,False,无关,涉及周围神经电极，非脑信号采集或调控，不属脑机接口。
CN112334184A,A61N1,电疗器械,中国,1,2019,完善刺激参数|根据一组刺激参数传递电刺激|记录神经响应|评估记录的一个或多个选定特征|识别由电刺激募集的一种或多种纤维类型的募集水平,混合神经的神经刺激,通过评估记录的一个或多个选定特征来分析记录，根据观察到的选定特征识别募集水平,8.0,False,无关,涉及外周混合神经刺激，非脑信号采集或脑机接口应用。
US20210370053A1,A61B5,身体诊断测量,美国,0,2019,表面改性|设计高深宽比纳米柱特征,减少人体疼痛|可植入神经刺激器|神经诊断工具|耳蜗植入物|脊髓和外周神经刺激,柔性电路电极阵列|高深宽比纳米柱特征用于表现出显著降低的电阻抗,33.0,False,无关,涉及脊髓和外周神经刺激，非脑信号采集或脑机接口应用。
US7894905B2,A61N1,电疗器械,美国,0,2006,响应刺激|响应性治疗|响应的治疗能力|预定的治疗能力,疼痛治疗|神经刺激器,施加到大脑和神经系统外周部分的响应刺激,293.0,False,无关,神经刺激器治疗疼痛，未涉及脑信号采集或解码，非BCI核心或边缘应用。
US7819812B2,A61B5,身体诊断测量,美国,0,2006,响应于测量和其它观察到的状况调节脑血流|调节脑血流,癫痫|神经系统疾病,增加或减少脑灌注,43.0,False,无关,涉及神经刺激治疗癫痫，但未提及脑信号采集或解码，非BCI核心或直接应用。
US20030149457A1,A61N1,电疗器械,美国,0,2002,分析传感器信号|检测运动障碍的症状发作的特征性生理病症|选择性地启动治疗,治疗,通过检测运动障碍的症状发作的特征性生理病症并在检测到所述病症时选择性地启动治疗,492.0,False,无关,涉及神经刺激但未明确脑信号采集或解码，非BCI核心
AU2020299381B2,A61N1,电疗器械,澳大利亚,0,2020,刺激参数确定|刺激程序确定算法|模型预定能量值|神经剂量确定,脊髓刺激器装置|脊髓刺激系统,子感知刺激|能量值作为频率的函数,0.0,False,无关,涉及脊髓电刺激，非脑信号采集或神经调控
US8983617B2,A61N1,电疗器械,美国,0,2013,存储刺激参数值|感测指示患者身体状态的信号|根据患者的物理状态选择刺激参数,神经刺激,根据物理状态优化刺激参数,16.0,False,无关,仅基于身体状态信号控制神经刺激，未涉及脑信号采集或解码。
US20210101007A1,A61N1,电疗器械,美国,0,2018,修改与膀胱功能相关的脑或脊髓自主反馈回路|接收用户输入|突发刺激|经皮表面刺激,外周神经调节|治疗与膀胱活动过度相关的疾病,自主反馈回路调节|调节副交感神经和交感神经系统活动,51.0,False,无关,刺激外周神经调节膀胱功能，未涉及脑信号采集或解码
US10335601B2,A61N1,电疗器械,美国,0,2016,构建脉冲串(PT)和串组(TG)|调度神经刺激程序的递送,神经刺激系统,神经刺激脉冲的模式,5.0,False,无关,神经刺激系统但未涉及脑信号采集或解码，非BCI核心或边缘应用
US11167142B2,A61N1,电疗器械,美国,0,2018,以第一速率在第一时间段内增加第一神经刺激信号的第一值|以第二速率增加第二神经刺激信号达第二时间段|传送具有第一组参数的第一神经刺激信号|停止第一神经刺激信号的递送|递送具有第二组参数的第二神经刺激信号,可植入神经刺激器,滴定,2.0,False,无关,涉及神经刺激器参数滴定，未提及脑信号采集或解码，非BCI核心或边缘应用。
US10967185B2,A61N1,电疗器械,美国,0,2019,以第一速率在第一时间段内增加第一神经刺激信号的第一值|以第二速率增加第二神经刺激信号达第二时间段|传送具有第一组参数的第一神经刺激信号|停止第一神经刺激信号的递送|递送具有第二组参数的第二神经刺激信号,可植入神经刺激器,滴定,2.0,False,无关,涉及神经刺激器参数滴定，未涉及脑信号采集或解码，非BCI核心或边缘应用。
WO2022016186A1,A61N1,电疗器械,世界知识产权组织,0,2021,使用预定义的操作以预定义的方式选择或调整刺激安装和相关联的权重|定义多组刺激安装和相关联的权重|布置和激活刺激矩阵缓冲器|评估刺激方案,家庭环境,刺激的几何形状和位置|简化了刺激场的特性的调整,1.0,False,无关,涉及神经刺激但未提及脑信号采集或解码，非BCI核心应用。
US11383088B2,A61N1,电疗器械,美国,0,2020,从刺激测试模式中选择刺激波形|根据响应参数和选择准则选择神经刺激治疗模式,神经调节参数选择|脊髓刺激,响应参数|神经刺激响应,1.0,False,无关,涉及脊髓电刺激，非脑信号，不属脑机接口
US20220241593A1,A61N1,电疗器械,美国,0,2022,接收关于在脊髓的侧部附近放置至少一个导线的信息|接收用户选择的可选择刺激模式|根据用户选择施加电刺激能量|识别一个或多个侧脊柱神经目标,神经调节系统,脊髓侧向刺激,5.0,False,无关,涉及脊髓电刺激，非脑信号采集或脑机接口应用
US20070021786A1,A61N1,电疗器械,美国,0,2005,电刺激脑神经,心绞痛治疗,引起冠状动脉扩张|改变神经活性,159.0,False,无关,电刺激迷走神经治疗心绞痛，非脑信号采集或脑机接口应用
US20050033377A1,A61N1,电疗器械,美国,0,2004,产生刺激波形|递送刺激到神经网络,神经刺激器系统|耳蜗植入物,电刺激促进和/或控制天然存在的药剂释放,51.0,False,无关,耳蜗植入物刺激听觉神经，非脑信号采集或脑机接口应用。
US8423145B2,A61M5,注射器械,美国,0,2012,响应治疗|存储个性化学习数据,神经系统疾病治疗,治疗递送策略基于生理或其它上下文变化,39.0,False,无关,涉及神经刺激治疗，但未提及脑信号采集或解码，非BCI核心。
US20250032796A1,A61N1,电疗器械,美国,0,2022,机器学习模型|机器学习模型分类|脊髓刺激编程,疼痛治疗,神经特征辅助刺激编程,4.0,False,无关,涉及脊髓刺激与疼痛神经记录，非脑信号采集或脑机接口应用。
WO2023107450A1,A61N1,电疗器械,世界知识产权组织,0,2022,机器学习模型|机器学习模型分类|脊髓刺激编程|闭环治疗,慢性疼痛治疗,检测到与疼痛相关的预设神经活动模式时自动调整刺激器设置|神经特征辅助刺激编程,8.0,False,无关,涉及脊髓刺激与疼痛神经记录，非脑信号采集或脑机接口应用。
US20090033486A1,G08B21,状态报警器,美国,0,2007,信号处理|信号接收|指示输出|无线传感,外科手术|面神经监测,,82.0,False,无关,涉及面神经监测，非脑信号采集或神经调控，与BCI无关。
US20140277253A1,A61N1,电疗器械,美国,0,2014,感测复合动作电位|识别神经支周向位置|诱发复合动作电位|输送电刺激能量,肾动脉|血管壁,神经支调节|肾神经调节,8.0,False,无关,涉及肾动脉神经调节，非脑信号采集或神经调控
US20180228547A1,A61B34,手术导航系统,美国,0,2015,临时定位探针电极|感测复合动作电位|施加电刺激|根据感测到的复合动作电位确定位置,神经外科,神经电生理信号传导机制,97.0,False,无关,涉及神经电极定位，但非脑信号采集解码或BCI应用，属一般神经外科器械。
US20100125313A1,A61N1,电疗器械,美国,0,2009,传送电脉冲波形|传递电能|调节动作电位传播,治疗|脊髓刺激,逆行传播|顺向传播|频率阻挡,262.0,False,无关,涉及脊髓电刺激调节动作电位，非脑信号采集或神经调控
WO2016090420A1,A61N1,电疗器械,世界知识产权组织,0,2015,临时定位探头电极|感测复合动作电位|施加电刺激|确定电极阵列位置|诱发复合动作电位,外科手术,电刺激诱发神经复合动作电位|通过检测复合动作电位确定电极位置,115.0,False,无关,涉及外周神经电极植入定位，非脑信号采集或神经调控
US9999463B2,A61B18,外科电热器械,美国,0,2015,从内腔壁内部接收电信号|从患者体内的噪声中提取信号|将神经破坏对动作电位传播的影响用作反馈机制|提供刺激并在患者体内引发动作电位|破坏神经功能,监测神经活动|通过血管的内腔壁提供与患者自主神经的接口,神经破坏对动作电位传播的影响可以有效地用作确定患者神经功能破坏量的反馈机制,23.0,False,无关,涉及血管内自主神经接口，非脑信号采集或脑机接口应用
US20040176831A1,A61N1,电疗器械,美国,0,2003,以第一电位偏压第一多个电极并以第二电位偏压第二多个电极以产生电场,电刺激施加,产生接近刺激部位的电场,166.0,False,无关,电刺激装置未明确涉及脑信号采集或神经调控，属一般医疗植入设备。
US7831305B2,A61B5,身体诊断测量,美国,0,2002,减弱侧支神经活动|感测侧支神经活动证据|感测神经活动信号|递送刺激信号,神经刺激程序,神经可塑性改变或重组,142.0,False,无关,涉及神经刺激但未明确脑信号采集或BCI应用，属一般神经调控
WO2011157714A1,A61N1,电疗器械,世界知识产权组织,0,2011,使用导电PDMS制作导线|嵌入柔性电极和导电引线于可贴合基板|有限元三角面片化处理|金属涂覆导线,中枢神经系统|硬膜外/下空间|脊髓,可拉伸性|导电填料增强导电性|柔性贴合,47.0,False,无关,涉及脊髓电刺激，非脑信号采集或脑机接口应用。
US20160206883A1,A61N1,电疗器械,美国,0,2015,编程IPG以递送第一脉冲串到第一电极|编程ipg以递送第一脉冲串到第一电极,神经刺激,激活电流密度分布,63.0,False,无关,涉及神经刺激但未提及脑信号采集或解码，非BCI核心应用。
