主题码,主题名,n_国内,n_国外,F_AB,C_AB,H_AB,S_AB,F_J,C_J,H_J,g_A,g_B,G_AB,p_A初期,p_A末期,p_B初期,p_B末期,Δp_A,Δp_B,T_AB,M_AB,K_B,A_B,V_B,R_AB,标记,风险排名
G09B7,教学测试,0,2,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.2709155854258521,0.6322382918337158,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.566119145916858,1.0,0.0,1.0,0.26101985765280966,样本不足;未达标,20.0
G09B9,模拟训练器,2,1,0.5703295469284058,0.4282981753349304,0.5066553950309753,0.5017610390981038,0.0,0.0,1.0,0.15694461266687276,0.09902102579427785,0.4710705534620642,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.48553527673103214,0.07142857142857142,,,,样本不足;未达标;无高价值专利,
G09G1,显示控制,0,1,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,-4.288710451830871e-17,0.5,0.0,0.0,0.009009009009009009,0.0,0.0,-0.009009009009009009,0.49549561735676945,0.49774780867838475,1.0,0.0,1.0,0.24962463477973076,样本不足;未达标,38.0
G09G5,显示驱动,0,7,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.288165974552288,0.6402229518621866,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5701114759310932,1.0,,,,样本不足;未达标;无高价值专利,
G10L11,语音分析,0,1,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.17823784642970017,0.5881870317622027,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5440935158811013,1.0,,,,样本不足;未达标;无高价值专利,
G10L13,语音合成,0,1,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.09902102579427785,0.5493493254963752,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5246746627481875,1.0,,,,样本不足;未达标;无高价值专利,
G10L15,语音识别,0,6,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.428201317637267,0.7019085142237188,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6009542571118593,1.0,,,,样本不足;未达标;无高价值专利,
G10L25,语音处理,2,3,0.55257248878479,0.3958779573440552,0.5443205237388611,0.4975903232892354,0.0,0.0,1.0,0.15694461266687276,0.3168672825416893,0.5792865597982241,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.539643279899112,0.8709677419354839,,,,样本不足;未达标;无高价值专利,
G11B19,记录载体控制,1,0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.17823784642970017,0.0,0.41181296823779734,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.45590648411889867,0.0,,,,样本不足;未达标;无高价值专利,
G16B45,生物信息分析,0,1,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.1584336412708446,0.5785605957536449,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5392802978768225,1.0,,,,样本不足;未达标;无高价值专利,
G16H10,医疗数据管理,0,1,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.17823784642970017,0.5881870317622027,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5440935158811013,1.0,,,,样本不足;未达标;无高价值专利,
G16H20,治疗方案,7,16,0.5688903331756592,0.673989474773407,0.38530296087265015,0.5427275896072388,0.0,0.05555555555555555,0.9565217391304348,0.2970630773828335,0.5829826098663023,0.6391874214074105,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5695937107037052,0.8372093023255814,,,,未达标;无高价值专利,
G16H30,医学影像数据,1,0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.1584336412708446,0.0,0.4214394042463551,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4607197021231776,0.0,,,,样本不足;未达标;无高价值专利,
G16H40,医疗设备信息,0,6,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.3721539317508825,0.6779371482110839,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5889685741055419,1.0,,,,样本不足;未达标;无高价值专利,
G16H50,医学决策支持,16,19,0.6254358291625977,0.6016741991043091,0.41359734535217285,0.5469024578730265,0.017543859649122806,0.0,1.0,0.5235699943897357,0.7228581870975086,0.5983455734076643,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5491727867038321,0.6052631578947368,0.0,0.8026315789473684,0.36965256506906446,,13.0
G16Z99,信息其他应用,0,1,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.1584336412708446,0.5785605957536449,0.0,0.0,0.0,0.034482758620689655,0.0,0.034482758620689655,0.517234548877195,0.54789757231542,1.0,0.0,1.0,0.25798292871923667,样本不足;未达标,27.0
H01R13,连接器结构,1,0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.09902102579427785,0.0,0.4506506745036248,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.47532533725181236,0.0,,,,样本不足;未达标;无高价值专利,
H01R35,旋转连接器,1,0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.09902102579427785,0.0,0.4506506745036248,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.47532533725181236,0.0,,,,样本不足;未达标;无高价值专利,
H04H60,广播分配,0,1,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.1584336412708446,0.5785605957536449,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5392802978768225,1.0,0.0,1.0,0.25654671631280374,样本不足;未达标,32.0
H04L12,数据交换网络,0,2,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.15694461266687276,0.5778342919397081,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5389171459698541,1.0,,,,样本不足;未达标;无高价值专利,
H04L29,通信协议,2,0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.2511113802669965,0.0,0.37701845418198227,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.43850922709099116,0.0,,,,样本不足;未达标;无高价值专利,
H04L67,网络服务,0,2,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.15694461266687276,0.5778342919397081,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5389171459698541,1.0,,,,样本不足;未达标;无高价值专利,
H04M1,电话设备,1,2,0.5825351476669312,0.3526103496551513,0.5560332834720612,0.49705959359804786,0.0,0.0,1.0,0.17823784642970017,0.2511113802669965,0.5363724038555385,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5181862019277692,0.1111111111111111,,,,样本不足;未达标;无高价值专利,
H04N13,立体电视,0,2,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.2511113802669965,0.6229815458180177,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5614907729090088,1.0,,,,样本不足;未达标;无高价值专利,
H04N17,电视测试,2,0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.2511113802669965,0.0,0.37701845418198227,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.43850922709099116,0.0,,,,样本不足;未达标;无高价值专利,
H04N19,视频编码,1,0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.09902102579427785,0.0,0.4506506745036248,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.47532533725181236,0.0,,,,样本不足;未达标;无高价值专利,
H04N21,视频分发,1,15,0.6376665830612183,0.5670710802078247,0.406427264213562,0.5370549758275349,0.0,0.0,1.0,0.1584336412708446,0.6277977188990905,0.718842679129718,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.609421339564859,0.9693877551020408,0.0,0.9846938775510203,0.4280637546972371,样本不足,4.0
H04N5,电视信号处理,1,1,0.4350181818008423,0.3984466791152954,1.0,0.6111549536387125,0.0,0.0,1.0,0.1584336412708446,0.1584336412708446,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.6363636363636364,,,,样本不足;未达标;无高价值专利,
H04N7,电视系统,0,3,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.3366714877005448,0.662251302701561,0.0,0.0,0.0,0.034482758620689655,0.0,0.034482758620689655,0.517234548877195,0.589742925789378,1.0,0.0,1.0,0.26495715429822964,样本不足;未达标,18.0
H04R1,扬声器,2,1,0.9201377630233764,0.7550089955329895,0.16121047735214233,0.6121190786361693,0.5714285714285714,0.0,0.5,0.21635722814343952,0.09902102579427785,0.4415996675449261,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.47079983377246304,0.2727272727272727,,,,样本不足;未达标;无高价值专利,
H04R23,特殊换能器,0,1,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.17823784642970017,0.5881870317622027,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5440935158811013,1.0,,,,样本不足;未达标;无高价值专利,
H04R25,助听器,3,4,0.5362586975097656,0.8177129030227661,0.33185380697250366,0.5619418025016785,0.0,0.0,0.875,0.3482562050750638,0.3992604453754546,0.525480029122269,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5127400145611345,0.6923076923076923,,,,未达标;无高价值专利,
H04R29,换能器测试,0,1,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.17823784642970017,0.5881870317622027,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5440935158811013,1.0,,,,样本不足;未达标;无高价值专利,
H04R3,音频电路,1,0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.17823784642970017,0.0,0.41181296823779734,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.45590648411889867,0.0,,,,样本不足;未达标;无高价值专利,
H04S1,立体声系统,0,1,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.1584336412708446,0.5785605957536449,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5392802978768225,1.0,,,,样本不足;未达标;无高价值专利,
H04W12,无线安全,0,1,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.1584336412708446,0.5785605957536449,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5392802978768225,1.0,,,,样本不足;未达标;无高价值专利,
H04W4,无线业务,1,1,0.4162596464157104,0.7399901151657104,0.546130359172821,0.5674600402514138,0.0,0.0,1.0,0.09902102579427785,0.09902102579427785,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,,,,样本不足;未达标;无高价值专利,
H05B37,照明控制,1,0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.1584336412708446,0.0,0.4214394042463551,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4607197021231776,0.0,,,,样本不足;未达标;无高价值专利,
H10P14,半导体器件,0,1,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.1584336412708446,0.5785605957536449,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5392802978768225,1.0,0.0,1.0,0.25654671631280374,样本不足;未达标,33.0
