主题码,主题名,n_国内,n_国外,F_AB,C_AB,H_AB,S_AB,F_J,C_J,H_J,g_A,g_B,G_AB,p_A初期,p_A末期,p_B初期,p_B末期,Δp_A,Δp_B,T_AB,M_AB,K_B,A_B,V_B,R_AB,标记,问题相似度,风险排名
G06T19,增强现实,0,4,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.2893323172528667,0.6407600809048851,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5703800404524426,1.0,,,,样本不足;未达标;无高价值专利,,
G06T7,图像分析,10,7,0.5413545370101929,0.629702091217041,0.44230198860168457,0.5377862056096394,0.0,0.0,1.0,0.4811859036546134,0.514909334130245,0.5168553260379999,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5084276630189999,0.5102040816326531,,,,未达标;无高价值专利,,
G06V10,图像特征提取,7,4,0.586685061454773,0.6317133903503418,0.4933869242668152,0.5705951253573099,0.0,0.1111111111111111,1.0,0.2970630773828335,0.3240864693764237,0.5135084079234853,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5067542039617426,0.09302325581395349,,,,未达标;无高价值专利,,
G06V20,场景理解,1,0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.09902102579427785,0.0,0.4506506745036248,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.47532533725181236,0.0,,,,样本不足;未达标;无高价值专利,,
G06V40,生物识别,2,4,0.4983024001121521,0.4012913703918457,0.5298988223075867,0.4764975309371948,0.0,0.0,1.0,0.15694461266687276,0.34874493272943347,0.5947412391796998,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5473706195898499,0.3333333333333333,,,,样本不足;未达标;无高价值专利,,
G08B21,状态报警器,0,3,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.2922088191886794,0.6420832701444779,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5710416350722389,1.0,0.0,1.0,0.2618402725120398,样本不足;未达标,,28.0
G08B23,特定报警器,0,1,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.17823784642970017,0.5881870317622027,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5440935158811013,1.0,,,,样本不足;未达标;无高价值专利,,
G08B6,触觉报警,0,1,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.17823784642970017,0.5881870317622027,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5440935158811013,1.0,,,,样本不足;未达标;无高价值专利,,
G08C23,红外遥控,0,2,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.2511113802669965,0.6229815458180177,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5614907729090088,1.0,,,,样本不足;未达标;无高价值专利,,
G09B1,教学器具,0,1,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.09902102579427785,0.5493493254963752,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5246746627481875,1.0,,,,样本不足;未达标;无高价值专利,,
G09B19,教学科目,2,9,0.6242580413818359,0.5163374543190002,0.3838390111923218,0.5081448356310526,0.02702702702702703,0.0,0.9285714285714286,0.2709155854258521,0.39022954403335514,0.559375493381087,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5296877466905435,0.9505549949545913,0.0,0.9752774974772956,0.3823701583140568,样本不足,,13.0
G09B23,科学教学模型,0,1,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.1584336412708446,0.5785605957536449,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5392802978768225,1.0,0.0,1.0,0.25654671631280374,样本不足;未达标,,38.0
G09B5,视听教学,2,6,0.5590184926986694,0.5162620544433594,0.4862356185913086,0.5205053885777791,0.0,0.0,1.0,0.21635722814343952,0.3572039847861813,0.5699613622902396,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5349806811451199,0.625,,,,样本不足;未达标;无高价值专利,,
G09B7,教学测试,0,2,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.2709155854258521,0.6322382918337158,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.566119145916858,1.0,0.0,1.0,0.26101985765280966,样本不足;未达标,,29.0
G09B9,模拟训练器,5,1,0.5839900970458984,0.4191871583461761,0.49113595485687256,0.4981044034163156,0.0,0.0,1.0,0.37479086941428413,0.09902102579427785,0.3655072636120094,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4327536318060047,0.037037037037037035,,,,样本不足;未达标;无高价值专利,,
G09G1,显示控制,0,1,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,-4.288710451830871e-17,0.5,0.0,0.0,0.005494505494505495,0.0,0.0,-0.005494505494505495,0.49725277489855857,0.4986263874492793,1.0,0.0,1.0,0.24977106457487988,样本不足;未达标,,46.0
G09G5,显示驱动,0,7,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.288165974552288,0.6402229518621866,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5701114759310932,1.0,,,,样本不足;未达标;无高价值专利,,
G10L11,语音分析,0,1,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.17823784642970017,0.5881870317622027,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5440935158811013,1.0,,,,样本不足;未达标;无高价值专利,,
G10L13,语音合成,0,1,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.09902102579427785,0.5493493254963752,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5246746627481875,1.0,,,,样本不足;未达标;无高价值专利,,
G10L15,语音识别,0,6,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.428201317637267,0.7019085142237188,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6009542571118593,1.0,,,,样本不足;未达标;无高价值专利,,
G10L25,语音处理,2,3,0.55257248878479,0.3958779573440552,0.5443205237388611,0.4975903232892354,0.0,0.0,1.0,0.15694461266687276,0.3168672825416893,0.5792865597982241,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.539643279899112,0.8709677419354839,,,,样本不足;未达标;无高价值专利,,
G11B19,记录载体控制,1,0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.17823784642970017,0.0,0.41181296823779734,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.45590648411889867,0.0,,,,样本不足;未达标;无高价值专利,,
G11B27,编辑索引,0,1,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.1584336412708446,0.5785605957536449,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5392802978768225,1.0,,,,样本不足;未达标;无高价值专利,,
G16B45,生物信息分析,0,1,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.1584336412708446,0.5785605957536449,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5392802978768225,1.0,,,,样本不足;未达标;无高价值专利,,
G16H10,医疗数据管理,0,1,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.17823784642970017,0.5881870317622027,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5440935158811013,1.0,,,,样本不足;未达标;无高价值专利,,
G16H20,治疗方案,7,17,0.569624662399292,0.6822710037231445,0.38530296087265015,0.5457328756650288,0.0,0.05263157894736842,0.9565217391304348,0.2970630773828335,0.6012437863282708,0.6475669288012892,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5737834644006445,0.8390804597701149,,,,未达标;无高价值专利,,
G16H30,医学影像数据,1,0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.1584336412708446,0.0,0.4214394042463551,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4607197021231776,0.0,,,,样本不足;未达标;无高价值专利,,
G16H40,医疗设备信息,0,6,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.3721539317508825,0.6779371482110839,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5889685741055419,1.0,,,,样本不足;未达标;无高价值专利,,
G16H50,医学决策支持,17,19,0.6333256959915161,0.6057213544845581,0.4130028486251831,0.5506832997004191,0.01639344262295082,0.0,1.0,0.5317354820811568,0.7228581870975086,0.5944145541745305,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5472072770872652,0.5927835051546392,0.0,0.7963917525773196,0.3699487735649874,,,17.0
G16Z99,信息其他应用,0,1,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.1584336412708446,0.5785605957536449,0.0,0.0,0.0,0.02631578947368421,0.0,0.02631578947368421,0.5131548582061607,0.5458577269799028,1.0,0.0,1.0,0.2576429544966504,样本不足;未达标,,35.0
H01R13,连接器结构,1,2,0.505186915397644,0.4552228152751922,0.5753525495529175,0.5119207600752512,0.0,0.0,1.0,0.09902102579427785,0.26269609764151547,0.5811144866450306,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5405572433225153,0.9935483870967742,0.0,0.9967741935483871,0.3934959388252653,样本不足;未达标,,12.0
H01R35,旋转连接器,1,0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.09902102579427785,0.0,0.4506506745036248,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.47532533725181236,0.0,,,,样本不足;未达标;无高价值专利,,
H04H60,广播分配,0,3,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.3250867703260258,0.6570495685971861,0.0,0.0,0.0,0.02631578947368421,0.0,0.02631578947368421,0.5131548582061607,0.5851022134016735,1.0,0.0,1.0,0.2641837022336122,样本不足;未达标,,27.0
H04L12,数据交换网络,0,2,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.15694461266687276,0.5778342919397081,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5389171459698541,1.0,,,,样本不足;未达标;无高价值专利,,
H04L29,通信协议,2,0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.2511113802669965,0.0,0.37701845418198227,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.43850922709099116,0.0,,,,样本不足;未达标;无高价值专利,,
H04L67,网络服务,0,2,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.15694461266687276,0.5778342919397081,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5389171459698541,1.0,,,,样本不足;未达标;无高价值专利,,
H04M1,电话设备,1,2,0.5825351476669312,0.3526103496551513,0.5560332834720612,0.49705959359804786,0.0,0.0,1.0,0.17823784642970017,0.2511113802669965,0.5363724038555385,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5181862019277692,0.1111111111111111,,,,样本不足;未达标;无高价值专利,,
H04N13,立体电视,0,2,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.2511113802669965,0.6229815458180177,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5614907729090088,1.0,,,,样本不足;未达标;无高价值专利,,
H04N17,电视测试,2,0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.2511113802669965,0.0,0.37701845418198227,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.43850922709099116,0.0,,,,样本不足;未达标;无高价值专利,,
H04N19,视频编码,1,0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.09902102579427785,0.0,0.4506506745036248,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.47532533725181236,0.0,,,,样本不足;未达标;无高价值专利,,
H04N21,视频分发,1,16,0.6324854493141174,0.5664138197898865,0.4104769825935364,0.5364587505658467,0.0,0.0,1.0,0.1584336412708446,0.6439164971862636,0.7253119427895058,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6126559713947529,0.9696969696969697,0.0,0.9848484848484849,0.4284976223098098,样本不足,,3.0
H04N5,电视信号处理,1,3,0.4726718664169311,0.4242063164710998,0.5922344326972961,0.49637087186177564,0.0,0.0,1.0,0.1584336412708446,0.3168672825416892,0.5785605957536449,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5392802978768225,0.9090909090909091,0.0,0.9545454545454546,0.3707457955697093,样本不足;未达标,,16.0
H04N7,电视系统,0,4,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.3940512580384844,0.6874237588508746,0.0,0.0,0.0,0.02631578947368421,0.0,0.02631578947368421,0.5131548582061607,0.6002893085285177,1.0,0.0,1.0,0.2667148847547529,样本不足;未达标,,24.0
H04R1,扬声器,2,1,0.9201377630233764,0.7550089955329895,0.16121047735214233,0.6121190786361693,0.5714285714285714,0.0,0.5,0.21635722814343952,0.09902102579427785,0.4415996675449261,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.47079983377246304,0.2727272727272727,,,,样本不足;未达标;无高价值专利,,
H04R23,特殊换能器,0,1,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.17823784642970017,0.5881870317622027,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5440935158811013,1.0,,,,样本不足;未达标;无高价值专利,,
H04R25,助听器,3,4,0.5362586975097656,0.8177129030227661,0.33185380697250366,0.5619418025016785,0.0,0.0,0.875,0.3482562050750638,0.3992604453754546,0.525480029122269,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5127400145611345,0.6923076923076923,,,,未达标;无高价值专利,,
H04R29,换能器测试,0,1,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.17823784642970017,0.5881870317622027,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5440935158811013,1.0,,,,样本不足;未达标;无高价值专利,,
H04R3,音频电路,1,0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.17823784642970017,0.0,0.41181296823779734,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.45590648411889867,0.0,,,,样本不足;未达标;无高价值专利,,
H04S1,立体声系统,0,1,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.1584336412708446,0.5785605957536449,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5392802978768225,1.0,,,,样本不足;未达标;无高价值专利,,
H04W12,无线安全,0,1,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.1584336412708446,0.5785605957536449,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5392802978768225,1.0,,,,样本不足;未达标;无高价值专利,,
H04W4,无线业务,1,1,0.4162596464157104,0.7399901151657104,0.546130359172821,0.5674600402514138,0.0,0.0,1.0,0.09902102579427785,0.09902102579427785,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,,,,样本不足;未达标;无高价值专利,,
H05B37,照明控制,1,0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.1584336412708446,0.0,0.4214394042463551,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4607197021231776,0.0,,,,样本不足;未达标;无高价值专利,,
H10P14,半导体器件,0,1,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.1584336412708446,0.5785605957536449,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5392802978768225,1.0,0.0,1.0,0.25654671631280374,样本不足;未达标,,39.0
