node_id,node_type,name,title,标题_中文,是否主路径,申请日,主IPC分类号,ipc_code
应用场景:视觉假肢,应用场景,视觉假肢,,,,,,
应用场景:脑-计算机接口系统,应用场景,脑-计算机接口系统,,,,,,
技术方法:卷积神经网络(CNNs),技术方法,卷积神经网络(CNNs),,,,,,
技术方法:基于深度学习的神经解码,技术方法,基于深度学习的神经解码,,,,,,
技术方法:训练基于CNN的模型,技术方法,训练基于CNN的模型,,,,,,
技术原理:学习神经活动模式和相应视觉输入之间的复杂映射,技术原理,学习神经活动模式和相应视觉输入之间的复杂映射,,,,,,
技术原理:IT皮层编码视觉信息,技术原理,IT皮层编码视觉信息,,,,,,
生物信号类型:下颞(IT)皮层记录的神经信号,生物信号类型,下颞(IT)皮层记录的神经信号,,,,,,
技术主题:神经网络 (G06N3),技术主题,神经网络 (G06N3),,,,,,G06N3
Patent:CN110755041A,Patent,CN110755041A,Evaluation method for working memory ability under simulated weightlessness condition based on cerebral blood flow,基于脑血流的模拟失重条件下工作记忆能力评价方法,否,2019-10-21,A61B5/00,
技术问题:模拟失重条件下工作记忆能力评价,技术问题,模拟失重条件下工作记忆能力评价,,,,,,
应用场景:医疗设备,应用场景,医疗设备,,,,,,
技术方法:选择受试者练习工作记忆任务,技术方法,选择受试者练习工作记忆任务,,,,,,
技术方法:采集神经活动数据,技术方法,采集神经活动数据,,,,,,
技术方法:神经活动数据统计,技术方法,神经活动数据统计,,,,,,
技术方法:分类器聚合样本,技术方法,分类器聚合样本,,,,,,
技术方法:梯度性评价,技术方法,梯度性评价,,,,,,
技术原理:基于脑血流,技术原理,基于脑血流,,,,,,
技术原理:模拟失重训练,技术原理,模拟失重训练,,,,,,
核心部件:fNIRS设备,核心部件,fNIRS设备,,,,,,
生物信号类型:脑血流,生物信号类型,脑血流,,,,,,
Patent:CN110755041B,Patent,CN110755041B,Method for evaluating working memory capacity under simulated weightlessness condition based on brain blood flow,基于脑血流的模拟失重条件下工作记忆能力评价方法,否,2019-10-21,A61B5/00,
技术方法:工作记忆任务,技术方法,工作记忆任务,,,,,,
技术方法:模拟失重训练,技术方法,模拟失重训练,,,,,,
技术方法:分类器聚合,技术方法,分类器聚合,,,,,,
Patent:US12447349B2,Patent,US12447349B2,Brain-computer interface system,脑-计算机接口系统,否,2021-12-09,A61N1/00,
技术问题:脑机接口电力与数据传输,技术问题,脑机接口电力与数据传输,,,,,,
核心部件:感测或刺激单元,核心部件,感测或刺激单元,,,,,,
Patent:US2022176136A1,Patent,US2022176136A1,Brain-Computer Interface System,脑机接口系统,否,2021-12-09,A61N1/05,
技术问题:脑机接口系统的通信路径,技术问题,脑机接口系统的通信路径,,,,,,
技术方法:上行链路传输,技术方法,上行链路传输,,,,,,
技术原理:功率和数据传输机制,技术原理,功率和数据传输机制,,,,,,
Patent:CN111281379A,Patent,CN111281379A,Method for improving attention breadth through transcranial direct current stimulation and device thereof,经颅直流电刺激提升注意力广度的方法及装置,否,2020-03-02,A61B5/0476,
技术问题:提升注意力广度,技术问题,提升注意力广度,,,,,,
应用场景:注意力广度实验,应用场景,注意力广度实验,,,,,,
技术方法:在屏幕指定区域随机呈现若干长度的字符串,技术方法,在屏幕指定区域随机呈现若干长度的字符串,,,,,,
技术方法:记录反应时间和答案正误,技术方法,记录反应时间和答案正误,,,,,,
技术方法:采集脑电信号,技术方法,采集脑电信号,,,,,,
技术方法:使用tDCS阳极电极刺激一侧背外侧前额叶皮层,技术方法,使用tDCS阳极电极刺激一侧背外侧前额叶皮层,,,,,,
技术方法:tDCS阴极电极放置于另一侧,技术方法,tDCS阴极电极放置于另一侧,,,,,,
技术原理:经颅直流电刺激,技术原理,经颅直流电刺激,,,,,,
技术原理:tDCS阳极刺激背外侧前额叶皮层,技术原理,tDCS阳极刺激背外侧前额叶皮层,,,,,,
核心部件:电刺激仪,核心部件,电刺激仪,,,,,,
核心部件:tDCS阳极电极,核心部件,tDCS阳极电极,,,,,,
核心部件:tDCS阴极电极,核心部件,tDCS阴极电极,,,,,,
Patent:CN120324785A,Patent,CN120324785A,Vagus nerve electrical stimulation-based dynamic rehabilitation method and system for stroke upper limbs,基于迷走神经电刺激的脑卒中上肢动态康复方法与系统,否,2025-06-09,A61N1/36,
技术问题:评估患者神经功能,技术问题,评估患者神经功能,,,,,,
技术问题:识别动作意图,技术问题,识别动作意图,,,,,,
技术问题:确定患者的肌间协调性、脑区连通性以及脑肌耦合性,技术问题,确定患者的肌间协调性、脑区连通性以及脑肌耦合性,,,,,,
技术问题:康复训练,技术问题,康复训练,,,,,,
技术方法:运动诱发电位测定,技术方法,运动诱发电位测定,,,,,,
技术方法:监测肌电信号,技术方法,监测肌电信号,,,,,,
技术方法:康复训练分析,技术方法,康复训练分析,,,,,,
技术方法:迭代康复训练,技术方法,迭代康复训练,,,,,,
技术原理:迷走神经电刺激,技术原理,迷走神经电刺激,,,,,,
技术原理:皮质脊髓通路兴奋度评估,技术原理,皮质脊髓通路兴奋度评估,,,,,,
技术原理:脑肌耦合性分析,技术原理,脑肌耦合性分析,,,,,,
核心部件:经皮耳迷走神经电刺激装置,核心部件,经皮耳迷走神经电刺激装置,,,,,,
核心部件:脑电信号监测模块,核心部件,脑电信号监测模块,,,,,,
核心部件:肌电信号监测模块,核心部件,肌电信号监测模块,,,,,,
核心部件:康复训练任务设定模块,核心部件,康复训练任务设定模块,,,,,,
核心部件:康复训练分析模块,核心部件,康复训练分析模块,,,,,,
生物信号类型:运动诱发电位,生物信号类型,运动诱发电位,,,,,,
技术方法:监测脑电信号,技术方法,监测脑电信号,,,,,,
Patent:CN118177832A,Patent,CN118177832A,An EEG signal recognition method based on local upgrade global learning strategy,一种基于局部升阶全局学习策略的脑电信号识别方法,否,2023-12-27,A61B5/369,
技术问题:提高脑电信号识别的准确率和泛化性能,技术问题,提高脑电信号识别的准确率和泛化性能,,,,,,
技术方法:学习策略,技术方法,学习策略,,,,,,
技术方法:局部特征提取模块提取通道间特征相关的成对关系,技术方法,局部特征提取模块提取通道间特征相关的成对关系,,,,,,
技术方法:K阶有向动态升阶学习模块进行特征融合,技术方法,K阶有向动态升阶学习模块进行特征融合,,,,,,
技术方法:注意力机制自更新,技术方法,注意力机制自更新,,,,,,
技术原理:脑功能区内部连通性,技术原理,脑功能区内部连通性,,,,,,
技术原理:全局脑功能区特征图,技术原理,全局脑功能区特征图,,,,,,
技术原理:互相关性,技术原理,互相关性,,,,,,
核心部件:局部特征提取模块,核心部件,局部特征提取模块,,,,,,
核心部件:K阶有向动态升阶学习模块,核心部件,K阶有向动态升阶学习模块,,,,,,
核心部件:图学习模块,核心部件,图学习模块,,,,,,
Patent:CN118177832B,Patent,CN118177832B,An EEG signal recognition method based on local upgrade global learning strategy,一种基于局部升阶全局学习策略的脑电信号识别方法,否,2023-12-27,A61B5/369,
技术方法:提取一阶隐藏特征,技术方法,提取一阶隐藏特征,,,,,,
技术方法:计算脑功能区内部连通性强弱的相关性分数,技术方法,计算脑功能区内部连通性强弱的相关性分数,,,,,,
技术方法:融合剩余脑功能区得到全局脑功能区特征图,技术方法,融合剩余脑功能区得到全局脑功能区特征图,,,,,,
技术方法:分类,技术方法,分类,,,,,,
技术原理:通道间特征相关,技术原理,通道间特征相关,,,,,,
技术原理:注意力机制,技术原理,注意力机制,,,,,,
技术方法:注意力机制自更新后进行分类,技术方法,注意力机制自更新后进行分类,,,,,,
Patent:WO2022013827A2,Patent,WO2022013827A2,SYSTEMS AND METHODS FOR ADAPTIVE DEEP BRAIN STIMULATION,用于自适应深部脑刺激的系统和方法,否,2021-07-16,A61N1/36,
技术方法:传输能量,技术方法,传输能量,,,,,,
技术方法:定义刺激参数,技术方法,定义刺激参数,,,,,,
技术原理:无线连接,技术原理,无线连接,,,,,,
核心部件:个人控制装置,核心部件,个人控制装置,,,,,,
核心部件:临床医师编程设备,核心部件,临床医师编程设备,,,,,,
Patent:WO2016090420A1,Patent,WO2016090420A1,IMPLANTABLE ELECTRODE POSITIONING,可植入电极定位,否,2015-11-30,A61N1/05,
技术方法:临时定位探头电极,技术方法,临时定位探头电极,,,,,,
技术方法:确定电极阵列位置,技术方法,确定电极阵列位置,,,,,,
技术原理:电刺激诱发神经复合动作电位,技术原理,电刺激诱发神经复合动作电位,,,,,,
技术原理:通过检测复合动作电位确定电极位置,技术原理,通过检测复合动作电位确定电极位置,,,,,,
核心部件:探头电极,核心部件,探头电极,,,,,,
Patent:US12572208B1,Patent,US12572208B1,Brain-computer interface (BCI) system with deep learning for transmitting communications via a telecommunications network,具有深度学习功能的脑机接口（BCI）系统，用于通过电信网络传输通信,否,2025-02-06,H04W4/14,
应用场景:可穿戴脑机接口设备,应用场景,可穿戴脑机接口设备,,,,,,
应用场景:电信网络传输通信,应用场景,电信网络传输通信,,,,,,
技术方法:机器学习模型提取模式,技术方法,机器学习模型提取模式,,,,,,
技术方法:编码,技术方法,编码,,,,,,
技术原理:动作意图识别,技术原理,动作意图识别,,,,,,
核心部件:处理系统,核心部件,处理系统,,,,,,
核心部件:5G NR网络,核心部件,5G NR网络,,,,,,
技术主题:无线业务 (H04W4),技术主题,无线业务 (H04W4),,,,,,H04W4
Patent:US9999463B2,Patent,US9999463B2,Monitoring nerve activity,监测神经活动,否,2015-04-10,A61B18/00,
技术问题:脑电信号获取与处理,技术问题,脑电信号获取与处理,,,,,,
应用场景:监测神经活动,应用场景,监测神经活动,,,,,,
应用场景:通过血管的内腔壁提供与患者自主神经的接口,应用场景,通过血管的内腔壁提供与患者自主神经的接口,,,,,,
技术方法:从内腔壁内部接收电信号,技术方法,从内腔壁内部接收电信号,,,,,,
技术方法:从患者体内的噪声中提取信号,技术方法,从患者体内的噪声中提取信号,,,,,,
技术方法:提供刺激并在患者体内引发动作电位,技术方法,提供刺激并在患者体内引发动作电位,,,,,,
技术方法:破坏神经功能,技术方法,破坏神经功能,,,,,,
技术方法:将神经破坏对动作电位传播的影响用作反馈机制,技术方法,将神经破坏对动作电位传播的影响用作反馈机制,,,,,,
技术原理:神经破坏对动作电位传播的影响可以有效地用作确定患者神经功能破坏量的反馈机制,技术原理,神经破坏对动作电位传播的影响可以有效地用作确定患者神经功能破坏量的反馈机制,,,,,,
核心部件:处理组件,核心部件,处理组件,,,,,,
Patent:CN120815287A,Patent,CN120815287A,一种基于脑机接口技术的智能电针系统及其使用方法,一种基于脑机接口技术的智能电针系统及其使用方法,否,2025-09-16,G06N3/084,
技术问题:电刺激参数优化,技术问题,电刺激参数优化,,,,,,
应用场景:电针治疗,应用场景,电针治疗,,,,,,
技术方法:脑机接口信号采集,技术方法,脑机接口信号采集,,,,,,
技术方法:深度学习模型构建,技术方法,深度学习模型构建,,,,,,
技术方法:动态调整电针刺激参数,技术方法,动态调整电针刺激参数,,,,,,
技术原理:深度学习算法,技术原理,深度学习算法,,,,,,
核心部件:脑机接口信号采集模块,核心部件,脑机接口信号采集模块,,,,,,
核心部件:电针刺激模块,核心部件,电针刺激模块,,,,,,
Patent:CN114504730A,Patent,CN114504730A,The invention discloses a portable brain-controlled hand electrical stimulation rehabilitation system based on deep learning,基于深度学习的便携式脑控手部电刺激康复系统,否,2022-01-30,A61N1/36,
技术问题:准确获取、有效辨识和正确分类EEG脑电信号,技术问题,准确获取、有效辨识和正确分类EEG脑电信号,,,,,,
应用场景:手部运动机能康复,应用场景,手部运动机能康复,,,,,,
技术方法:深度学习,技术方法,深度学习,,,,,,
技术方法:动作意图想象,技术方法,动作意图想象,,,,,,
技术方法:脑电信号辨识,技术方法,脑电信号辨识,,,,,,
核心部件:脑电信号采集装置,核心部件,脑电信号采集装置,,,,,,
核心部件:脑电信号辨识模块,核心部件,脑电信号辨识模块,,,,,,
核心部件:便携式手部肌肉电刺激器,核心部件,便携式手部肌肉电刺激器,,,,,,
核心部件:想象动作提示界面,核心部件,想象动作提示界面,,,,,,
生物信号类型:EEG脑电信号,生物信号类型,EEG脑电信号,,,,,,
Patent:CN206507945U,Patent,CN206507945U,EEG signal monitoring system based on radio transmission technology,一种基于无线传输技术的脑电信号监测系统,否,2016-09-05,A61B5/0476,
技术问题:通过导线进行连接所存在的弊端,技术问题,通过导线进行连接所存在的弊端,,,,,,
技术问题:并发感染及脑脊液漏,技术问题,并发感染及脑脊液漏,,,,,,
技术问题:患者活动受限,技术问题,患者活动受限,,,,,,
应用场景:神经外科疾病如癫痫的监测与治疗,应用场景,神经外科疾病如癫痫的监测与治疗,,,,,,
技术方法:微弱生物信号的采集,技术方法,微弱生物信号的采集,,,,,,
技术方法:皮层和深部神经电刺激,技术方法,皮层和深部神经电刺激,,,,,,
技术原理:无线传输技术,技术原理,无线传输技术,,,,,,
技术原理:低功耗,技术原理,低功耗,,,,,,
技术原理:长期使用,技术原理,长期使用,,,,,,
技术原理:体积小,技术原理,体积小,,,,,,
技术原理:允许体内植入,技术原理,允许体内植入,,,,,,
核心部件:脑活动传感器,核心部件,脑活动传感器,,,,,,
核心部件:电刺激元件,核心部件,电刺激元件,,,,,,
核心部件:脑电信号处理元件,核心部件,脑电信号处理元件,,,,,,
核心部件:电刺激信号产生元件,核心部件,电刺激信号产生元件,,,,,,
核心部件:第一无线收发元件,核心部件,第一无线收发元件,,,,,,
核心部件:第二无线收发元件,核心部件,第二无线收发元件,,,,,,
核心部件:电源元件,核心部件,电源元件,,,,,,
核心部件:终端,核心部件,终端,,,,,,
Patent:CN121846521A,Patent,CN121846521A,一种经颅电刺激设备的控制方法、装置、电子设备及存储介质,-,否,2025-01-10,A61N1/36,
应用场景:经颅电刺激设备,应用场景,经颅电刺激设备,,,,,,
技术方法:获取多个电极采集的脑电信号,技术方法,获取多个电极采集的脑电信号,,,,,,
技术方法:调整每个电极对经颅电刺激的贡献程度,技术方法,调整每个电极对经颅电刺激的贡献程度,,,,,,
技术方法:设置电刺激参数,技术方法,设置电刺激参数,,,,,,
技术方法:控制电极进行经颅电刺激,技术方法,控制电极进行经颅电刺激,,,,,,
技术原理:基于多个电极所采集的脑电信号调整贡献程度,技术原理,基于多个电极所采集的脑电信号调整贡献程度,,,,,,
核心部件:经颅电刺激设备,核心部件,经颅电刺激设备,,,,,,
核心部件:存储介质,核心部件,存储介质,,,,,,
技术方法:基于多个电极所采集的脑电信号调整贡献程度,技术方法,基于多个电极所采集的脑电信号调整贡献程度,,,,,,
Patent:CN111046764A,Patent,CN111046764A,一种脑机接口信号采集系统,-,否,2019-12-02,G06K9/00,
技术问题:电脉冲容易受到杂波的干扰,技术问题,电脉冲容易受到杂波的干扰,,,,,,
技术方法:将电脉冲转换为数字电脉冲,技术方法,将电脉冲转换为数字电脉冲,,,,,,
技术方法:电平比较器转换,技术方法,电平比较器转换,,,,,,
技术方法:甄别模块识别匹配,技术方法,甄别模块识别匹配,,,,,,
技术方法:阈值设置,技术方法,阈值设置,,,,,,
技术方法:数模转换,技术方法,数模转换,,,,,,
技术原理:数字电脉冲不受杂波干扰,技术原理,数字电脉冲不受杂波干扰,,,,,,
技术原理:电脉冲形状识别匹配,技术原理,电脉冲形状识别匹配,,,,,,
核心部件:脑电信号采集模块,核心部件,脑电信号采集模块,,,,,,
核心部件:光子计数模块,核心部件,光子计数模块,,,,,,
核心部件:脑电信号数字化处理模块,核心部件,脑电信号数字化处理模块,,,,,,
核心部件:符合模块,核心部件,符合模块,,,,,,
核心部件:阈值设置模块,核心部件,阈值设置模块,,,,,,
核心部件:电平比较器模块,核心部件,电平比较器模块,,,,,,
核心部件:时间数字转换器模块,核心部件,时间数字转换器模块,,,,,,
核心部件:脉冲甄别模块,核心部件,脉冲甄别模块,,,,,,
核心部件:以太网芯片模块,核心部件,以太网芯片模块,,,,,,
Patent:CN119499546A,Patent,CN119499546A,Vagus nerve stimulation parameter closed-loop adjustment method and system based on electroencephalogram characteristics,基于脑电特征的迷走神经刺激参数闭环调整方法和系统,否,2024-12-03,A61N1/36,
技术问题:治疗的精确度不足,技术问题,治疗的精确度不足,,,,,,
技术问题:刺激效果不佳,技术问题,刺激效果不佳,,,,,,
技术问题:副作用的发生,技术问题,副作用的发生,,,,,,
应用场景:迷走神经刺激治疗管理,应用场景,迷走神经刺激治疗管理,,,,,,
技术方法:提取脑电信号特征,技术方法,提取脑电信号特征,,,,,,
技术方法:计算脑电信号指数特征,技术方法,计算脑电信号指数特征,,,,,,
技术方法:确定患者状态类型,技术方法,确定患者状态类型,,,,,,
技术方法:确定参数配置信息,技术方法,确定参数配置信息,,,,,,
技术方法:调整迷走神经电刺激设备参数,技术方法,调整迷走神经电刺激设备参数,,,,,,
技术原理:脑电特征与患者状态关联,技术原理,脑电特征与患者状态关联,,,,,,
技术原理:闭环调整机制,技术原理,闭环调整机制,,,,,,
核心部件:迷走神经电刺激设备,核心部件,迷走神经电刺激设备,,,,,,
Patent:CN119405966A,Patent,CN119405966A,"Adaptive neuromodulation sleep optimization systems,  methods,  wearable devices and media",自适应神经调节睡眠优化系统、方法、穿戴设备及介质,否,2024-11-11,A61M21/02,
技术问题:神经刺激信号生成,技术问题,神经刺激信号生成,,,,,,
应用场景:睡眠优化,应用场景,睡眠优化,,,,,,
技术方法:基于第一神经刺激参数、第二神经刺激参数和预设刺激信号参数生成并输出自适应的一种或多种刺激类别的神经刺激信号,技术方法,基于第一神经刺激参数、第二神经刺激参数和预设刺激信号参数生成并输出自适应的一种或多种刺激类别的神经刺激信号,,,,,,
技术原理:自适应神经调节,技术原理,自适应神经调节,,,,,,
技术原理:睡眠分期,技术原理,睡眠分期,,,,,,
技术原理:相位特征,技术原理,相位特征,,,,,,
核心部件:处理模块,核心部件,处理模块,,,,,,
Patent:CN109364370A,Patent,CN109364370A,Method and device with electric and acoustic mutual control and follow of coupling stimulation,一种声电互相调控、跟随耦合刺激的方法及装置,否,2018-11-22,A61N1/36,
技术问题:精神状态调节,技术问题,精神状态调节,,,,,,
技术问题:单一电刺激的局限性,技术问题,单一电刺激的局限性,,,,,,
技术方法:声学刺激信号通过人体耳蜗转化为电信号,技术方法,声学刺激信号通过人体耳蜗转化为电信号,,,,,,
技术方法:电信号通过听觉神经传入中枢神经及周边系统,技术方法,电信号通过听觉神经传入中枢神经及周边系统,,,,,,
技术方法:电脉冲刺激模块发出的电脉冲通过贴在体表的电极刺激浅脑神经,技术方法,电脉冲刺激模块发出的电脉冲通过贴在体表的电极刺激浅脑神经,,,,,,
技术方法:深脑电信号刺激与浅脑电脉冲刺激的同步跟随,技术方法,深脑电信号刺激与浅脑电脉冲刺激的同步跟随,,,,,,
技术方法:异步参数可调的物理声电刺激干预,技术方法,异步参数可调的物理声电刺激干预,,,,,,
技术原理:声电互相调控、跟随耦合刺激,技术原理,声电互相调控、跟随耦合刺激,,,,,,
技术原理:电脉冲调节声学信号,技术原理,电脉冲调节声学信号,,,,,,
核心部件:声学刺激模块,核心部件,声学刺激模块,,,,,,
核心部件:电脉冲刺激模块,核心部件,电脉冲刺激模块,,,,,,
生物信号类型:深脑电信号,生物信号类型,深脑电信号,,,,,,
生物信号类型:浅脑电脉冲,生物信号类型,浅脑电脉冲,,,,,,
Patent:CN120679086A,Patent,CN120679086A,Neuromuscular electrical stimulation rehabilitation control method and system based on EEG intention recognition,基于脑电意图识别的神经肌肉电刺激康复控制方法及系统,否,2025-06-26,A61N1/36,
技术问题:精准匹配用户运动意图与肌电状态,技术问题,精准匹配用户运动意图与肌电状态,,,,,,
技术问题:脑电信号高质量预处理,技术问题,脑电信号高质量预处理,,,,,,
技术问题:意图动态判别,技术问题,意图动态判别,,,,,,
技术问题:个体化电刺激参数自适应优化,技术问题,个体化电刺激参数自适应优化,,,,,,
应用场景:智能康复控制,应用场景,智能康复控制,,,,,,
技术方法:采集脑电信号数据,技术方法,采集脑电信号数据,,,,,,
技术方法:构建脑电意图判别模型,技术方法,构建脑电意图判别模型,,,,,,
技术方法:动态识别运动意图类别,技术方法,动态识别运动意图类别,,,,,,
技术方法:意图控制,技术方法,意图控制,,,,,,
技术方法:刺激参数优化,技术方法,刺激参数优化,,,,,,
技术原理:脑电意图实时识别与神经肌肉电刺激闭环优化控制,技术原理,脑电意图实时识别与神经肌肉电刺激闭环优化控制,,,,,,
核心部件:神经肌肉电刺激设备,核心部件,神经肌肉电刺激设备,,,,,,
生物信号类型:肌电状态,生物信号类型,肌电状态,,,,,,
Patent:CN120679086B,Patent,CN120679086B,Neuromuscular electrical stimulation rehabilitation control method and system based on EEG intention recognition,基于脑电意图识别的神经肌肉电刺激康复控制方法及系统,否,2025-06-26,A61N1/36,
核心部件:脑电意图判别模型,核心部件,脑电意图判别模型,,,,,,
核心部件:神经肌肉电刺激参数优化模型,核心部件,神经肌肉电刺激参数优化模型,,,,,,
技术方法:构建脑电意图判别模型动态识别运动意图类别,技术方法,构建脑电意图判别模型动态识别运动意图类别,,,,,,
技术方法:根据意图信号和置信度以及当前肌电状态，采用神经肌肉电刺激参数优化模型,技术方法,根据意图信号和置信度以及当前肌电状态，采用神经肌肉电刺激参数优化模型,,,,,,
Patent:CN115212422A,Patent,CN115212422A,The invention discloses a sleep regulation system and a sleep regulation method based on shaking stimulation,一种基于摇晃刺激的睡眠调控系统及方法,否,2022-07-05,A61M21/02,
应用场景:人体脑电信号处理与脑调控技术领域,应用场景,人体脑电信号处理与脑调控技术领域,,,,,,
应用场景:失眠用户,应用场景,失眠用户,,,,,,
技术方法:确定用户的睡眠状态,技术方法,确定用户的睡眠状态,,,,,,
技术方法:确定摇晃刺激参数,技术方法,确定摇晃刺激参数,,,,,,
技术方法:带动摇床摇晃,技术方法,带动摇床摇晃,,,,,,
技术原理:摇晃刺激,技术原理,摇晃刺激,,,,,,
核心部件:数据计算处理模块,核心部件,数据计算处理模块,,,,,,
核心部件:电机控制模块,核心部件,电机控制模块,,,,,,
核心部件:摇床,核心部件,摇床,,,,,,
Patent:CN115591113A,Patent,CN115591113A,Closed-loop electrical stimulation system,一种闭环电刺激系统,否,2022-09-05,A61N1/18,
技术方法:采集脑电信号及其脑电活动模式,技术方法,采集脑电信号及其脑电活动模式,,,,,,
技术方法:构建样本集,技术方法,构建样本集,,,,,,
技术方法:输入多种机器学习模型同时进行训练,技术方法,输入多种机器学习模型同时进行训练,,,,,,
技术方法:选择大脑活动分类准确率最高的模型,技术方法,选择大脑活动分类准确率最高的模型,,,,,,
技术方法:脑电信号采集,技术方法,脑电信号采集,,,,,,
技术方法:输入训练好的脑电信号分类模型,技术方法,输入训练好的脑电信号分类模型,,,,,,
技术方法:输出大脑活动的类别,技术方法,输出大脑活动的类别,,,,,,
技术方法:控制电刺激,技术方法,控制电刺激,,,,,,
技术方法:持续检测,技术方法,持续检测,,,,,,
技术原理:检测-刺激-检测的闭环机制,技术原理,检测-刺激-检测的闭环机制,,,,,,
核心部件:脑电信号处理模块,核心部件,脑电信号处理模块,,,,,,
Patent:CN122075018A,Patent,CN122075018A,一种用于实现人与宠物双向语义交流的脑机接口系统、方法及设备,-,否,2026-03-19,A61B5/383,
技术问题:传统方法单向、间接,技术问题,传统方法单向、间接,,,,,,
技术问题:人宠沟通的准确性和实时性不足,技术问题,人宠沟通的准确性和实时性不足,,,,,,
应用场景:人与宠物双向语义交流,应用场景,人与宠物双向语义交流,,,,,,
应用场景:宠物狗,应用场景,宠物狗,,,,,,
技术方法:深度学习模型解码,技术方法,深度学习模型解码,,,,,,
技术方法:语言编码与刺激映射,技术方法,语言编码与刺激映射,,,,,,
技术方法:非侵入式神经刺激,技术方法,非侵入式神经刺激,,,,,,
技术原理:直接解读脑信号,技术原理,直接解读脑信号,,,,,,
技术原理:非侵入式神经刺激,技术原理,非侵入式神经刺激,,,,,,
核心部件:神经刺激模块,核心部件,神经刺激模块,,,,,,
核心部件:信号处理与解码模块,核心部件,信号处理与解码模块,,,,,,
核心部件:语言编码与刺激映射模块,核心部件,语言编码与刺激映射模块,,,,,,
核心部件:用户终端,核心部件,用户终端,,,,,,
技术方法:脑电信号采集模块,技术方法,脑电信号采集模块,,,,,,
Patent:US20250114597A1,Patent,US20250114597A1,HELMET FOR MENTAL STATE REGULATION,精神状态调节头盔,否,2024-09-26,A61N1/36,
应用场景:头盔,应用场景,头盔,,,,,,
技术方法:精神状态评估模型,技术方法,精神状态评估模型,,,,,,
技术方法:自适应动态调整刺激参数,技术方法,自适应动态调整刺激参数,,,,,,
核心部件:头盔,核心部件,头盔,,,,,,
核心部件:脑电图采集模块,核心部件,脑电图采集模块,,,,,,
核心部件:信号分析模块,核心部件,信号分析模块,,,,,,
核心部件:迷走神经刺激耳夹,核心部件,迷走神经刺激耳夹,,,,,,
Patent:CN117323537A,Patent,CN117323537A,The present invention relates to a helmet for regulating mental state,一种用于精神状态调节的头盔,否,2023-10-07,A61M21/00,
技术问题:提高对迷走神经刺激的有效性,技术问题,提高对迷走神经刺激的有效性,,,,,,
应用场景:精神状态调节,应用场景,精神状态调节,,,,,,
技术方法:脑电信号预处理,技术方法,脑电信号预处理,,,,,,
Patent:CN115212455A,Patent,CN115212455A,"Device and method for controlling deep brain electrical stimulator,  electronic equipment and storage medium",脑深部电刺激器的控制装置、方法、电子设备及存储介质,否,2022-07-08,A61N1/36,
技术问题:降低对患者的临床副作用,技术问题,降低对患者的临床副作用,,,,,,
技术问题:降低脑深部电刺激器的功耗,技术问题,降低脑深部电刺激器的功耗,,,,,,
应用场景:脑深部电刺激器控制,应用场景,脑深部电刺激器控制,,,,,,
技术方法:接收传感器传输的信号,技术方法,接收传感器传输的信号,,,,,,
技术方法:特征提取和融合,技术方法,特征提取和融合,,,,,,
技术原理:多神经生理信号的特征向量分类,技术原理,多神经生理信号的特征向量分类,,,,,,
核心部件:接收模块,核心部件,接收模块,,,,,,
核心部件:预处理模块,核心部件,预处理模块,,,,,,
核心部件:特征提取和融合模块,核心部件,特征提取和融合模块,,,,,,
核心部件:分类模块,核心部件,分类模块,,,,,,
生物信号类型:脑深部神经核团的局部场电位信号,生物信号类型,脑深部神经核团的局部场电位信号,,,,,,
Patent:CN114901351A,Patent,CN114901351A,Brain stimulation and sensing,脑刺激和感测,否,2020-12-31,A61N1/372,
技术问题:管理电刺激治疗和/或感测生理信号,技术问题,管理电刺激治疗和/或感测生理信号,,,,,,
应用场景:临床医生辅助,应用场景,临床医生辅助,,,,,,
技术方法:获取脑信号信息,技术方法,获取脑信号信息,,,,,,
技术方法:确定频率,技术方法,确定频率,,,,,,
技术方法:输出引线图标,技术方法,输出引线图标,,,,,,
技术方法:选择感测电极组合,技术方法,选择感测电极组合,,,,,,
技术原理:电极组合与频率关联,技术原理,电极组合与频率关联,,,,,,
技术原理:用户界面交互选择,技术原理,用户界面交互选择,,,,,,
Patent:CN115644892A,Patent,CN115644892A,A system and method for locating epilepsy focus area based on deep learning and electrophysiological signals,基于深度学习和电生理信号的癫痫病灶区定位系统及方法,否,2022-11-11,A61B5/37,
技术问题:癫痫病灶区定位效率低,技术问题,癫痫病灶区定位效率低,,,,,,
应用场景:癫痫病灶区定位,应用场景,癫痫病灶区定位,,,,,,
技术方法:脑影像数据融合,技术方法,脑影像数据融合,,,,,,
技术方法:颅内电极脑影像数据三维重构,技术方法,颅内电极脑影像数据三维重构,,,,,,
技术方法:信号分类,技术方法,信号分类,,,,,,
技术原理:脑结构异常与脑代谢异常区域确定,技术原理,脑结构异常与脑代谢异常区域确定,,,,,,
技术原理:正常电极与癫痫致痫区电极分类,技术原理,正常电极与癫痫致痫区电极分类,,,,,,
核心部件:脑影像合成模块,核心部件,脑影像合成模块,,,,,,
核心部件:三维立体成像模块,核心部件,三维立体成像模块,,,,,,
生物信号类型:多模态电生理信号,生物信号类型,多模态电生理信号,,,,,,
生物信号类型:电刺激结构连接信号,生物信号类型,电刺激结构连接信号,,,,,,
