source,relation,target,patent_pub
Patent:US12515048B2,应用于,应用场景:患者治疗,US12515048B2
Patent:US12515048B2,采用,技术方法:感测生物电信号,US12515048B2
Patent:US12515048B2,采用,技术方法:生成刺激治疗脉冲的多个突发,US12515048B2
Patent:US12515048B2,采用,技术方法:递送刺激治疗脉冲,US12515048B2
Patent:US12515048B2,基于,技术原理:基于生物电信号的一个或多个振荡的频率选择突发间频率,US12515048B2
Patent:US12515048B2,基于,技术原理:调制与生物电信号的一个或多个振荡相关联的患者的状态,US12515048B2
Patent:US12515048B2,包括,核心部件:医疗设备,US12515048B2
Patent:US12515048B2,包括,核心部件:电极,US12515048B2
技术方法:感测生物电信号,处理,生物信号类型:生物电信号,US12515048B2
技术方法:生成刺激治疗脉冲的多个突发,处理,生物信号类型:生物电信号,US12515048B2
技术方法:递送刺激治疗脉冲,处理,生物信号类型:生物电信号,US12515048B2
Patent:US12515048B2,属于,技术主题:电疗器械 (A61N1),US12515048B2
Patent:US12515048B2,公开国家,国家:美国,US12515048B2
Patent:US12515048B2,公开年,年份:2018,US12515048B2
Patent:US10780264B2,解决,技术问题:将电流脉冲传送到患者的脑,US10780264B2
Patent:US10780264B2,应用于,应用场景:治疗患者的医学疾病,US10780264B2
Patent:US10780264B2,包括,核心部件:绝缘导管,US10780264B2
Patent:US10780264B2,包括,核心部件:导电插管颅骨螺钉,US10780264B2
Patent:US10780264B2,包括,核心部件:导体,US10780264B2
Patent:US10780264B2,属于,技术主题:电疗器械 (A61N1),US10780264B2
Patent:US10780264B2,公开国家,国家:美国,US10780264B2
Patent:US10780264B2,公开年,年份:2018,US10780264B2
Patent:US20090131995A1,解决,技术问题:向患者发送信号或流体和/或从患者接收信号或流体,US20090131995A1
Patent:US20090131995A1,应用于,应用场景:神经刺激,US20090131995A1
Patent:US20090131995A1,采用,技术方法:微装置定位,US20090131995A1
Patent:US20090131995A1,采用,技术方法:柔性支撑构件附接,US20090131995A1
Patent:US20090131995A1,采用,技术方法:接口引导信号或流体,US20090131995A1
Patent:US20090131995A1,包括,核心部件:微装置,US20090131995A1
Patent:US20090131995A1,包括,核心部件:外壳,US20090131995A1
Patent:US20090131995A1,包括,核心部件:端子,US20090131995A1
Patent:US20090131995A1,包括,核心部件:信号/流体发射器/接收器,US20090131995A1
Patent:US20090131995A1,包括,核心部件:柔性外壳,US20090131995A1
Patent:US20090131995A1,包括,核心部件:接口,US20090131995A1
Patent:US20090131995A1,属于,技术主题:药物导入装置 (A61M37),US20090131995A1
Patent:US20090131995A1,公开国家,国家:美国,US20090131995A1
Patent:US20090131995A1,公开年,年份:2008,US20090131995A1
Patent:US20120078327A1,解决,技术问题:向患者发送信号或流体和/或从患者接收信号或流体,US20120078327A1
Patent:US20120078327A1,应用于,应用场景:神经刺激,US20120078327A1
Patent:US20120078327A1,采用,技术方法:微装置定位,US20120078327A1
Patent:US20120078327A1,采用,技术方法:柔性支撑构件附接,US20120078327A1
Patent:US20120078327A1,采用,技术方法:接口引导信号或流体,US20120078327A1
Patent:US20120078327A1,包括,核心部件:微装置,US20120078327A1
Patent:US20120078327A1,包括,核心部件:外壳,US20120078327A1
Patent:US20120078327A1,包括,核心部件:端子,US20120078327A1
Patent:US20120078327A1,包括,核心部件:信号/流体发射器/接收器,US20120078327A1
Patent:US20120078327A1,包括,核心部件:柔性外壳,US20120078327A1
Patent:US20120078327A1,包括,核心部件:接口,US20120078327A1
Patent:US20120078327A1,属于,技术主题:电疗器械 (A61N1),US20120078327A1
Patent:US20120078327A1,公开国家,国家:美国,US20120078327A1
Patent:US20120078327A1,公开年,年份:2011,US20120078327A1
Patent:US10188860B2,解决,技术问题:如何通过颅骨/脑界面诱导神经调节,US10188860B2
Patent:US10188860B2,解决,技术问题:如何定位颅骨/脑界面,US10188860B2
Patent:US10188860B2,解决,技术问题:如何控制通过界面传递的刺激特征,US10188860B2
Patent:US10188860B2,应用于,应用场景:神经疾病的诊断和治疗,US10188860B2
Patent:US10188860B2,应用于,应用场景:癫痫,US10188860B2
Patent:US10188860B2,应用于,应用场景:运动障碍,US10188860B2
Patent:US10188860B2,应用于,应用场景:抑郁症,US10188860B2
Patent:US10188860B2,应用于,应用场景:阿尔茨海默病,US10188860B2
Patent:US10188860B2,应用于,应用场景:痴呆,US10188860B2
Patent:US10188860B2,应用于,应用场景:昏迷,US10188860B2
Patent:US10188860B2,应用于,应用场景:疼痛控制,US10188860B2
Patent:US10188860B2,采用,技术方法:将刺激源聚焦通过颅骨/脑界面,US10188860B2
Patent:US10188860B2,采用,技术方法:识别颅骨/脑界面位置,US10188860B2
Patent:US10188860B2,采用,技术方法:使用附件,US10188860B2
Patent:US10188860B2,采用,技术方法:控制刺激特征,US10188860B2
Patent:US10188860B2,基于,技术原理:神经调节,US10188860B2
Patent:US10188860B2,包括,核心部件:刺激单元,US10188860B2
Patent:US10188860B2,包括,核心部件:颅骨/脑界面,US10188860B2
Patent:US10188860B2,包括,核心部件:支撑构件,US10188860B2
Patent:US10188860B2,属于,技术主题:电疗器械 (A61N1),US10188860B2
Patent:US10188860B2,公开国家,国家:美国,US10188860B2
Patent:US10188860B2,公开年,年份:2016,US10188860B2
Patent:US8538537B2,解决,技术问题:神经病症,US8538537B2
Patent:US8538537B2,解决,技术问题:神经精神疾病,US8538537B2
Patent:US8538537B2,解决,技术问题:神经精神疾病,US8538537B2
Patent:US8538537B2,应用于,应用场景:靶向神经刺激治疗,US8538537B2
Patent:US8538537B2,采用,技术方法:植入刺激电极,US8538537B2
Patent:US8538537B2,采用,技术方法:施加电刺激,US8538537B2
Patent:US8538537B2,基于,技术原理:靶向神经刺激,US8538537B2
Patent:US8538537B2,包括,核心部件:刺激电极,US8538537B2
Patent:US8538537B2,属于,技术主题:电疗器械 (A61N1),US8538537B2
Patent:US8538537B2,公开国家,国家:美国,US8538537B2
Patent:US8538537B2,公开年,年份:2008,US8538537B2
Patent:US8965513B2,解决,技术问题:信号引导和聚焦,US8965513B2
Patent:US8965513B2,解决,技术问题:信号引导和聚焦,US8965513B2
Patent:US8965513B2,应用于,应用场景:神经调节,US8965513B2
Patent:US8965513B2,应用于,应用场景:测量,US8965513B2
Patent:US8965513B2,应用于,应用场景:热传递,US8965513B2
Patent:US8965513B2,应用于,应用场景:成像,US8965513B2
Patent:US8965513B2,应用于,应用场景:神经疾病的诊断和治疗,US8965513B2
Patent:US8965513B2,采用,技术方法:在颅骨中形成孔,US8965513B2
Patent:US8965513B2,采用,技术方法:植入通道装置,US8965513B2
Patent:US8965513B2,采用,技术方法:引导和聚焦信号,US8965513B2
Patent:US8965513B2,基于,技术原理:信号引导和聚焦,US8965513B2
Patent:US8965513B2,包括,核心部件:颅骨中的孔,US8965513B2
Patent:US8965513B2,包括,核心部件:可植入颅骨中的通道装置,US8965513B2
技术方法:引导和聚焦信号,处理,生物信号类型:大脑信号,US8965513B2
Patent:US8965513B2,属于,技术主题:电疗器械 (A61N1),US8965513B2
Patent:US8965513B2,公开国家,国家:美国,US8965513B2
Patent:US8965513B2,公开年,年份:2008,US8965513B2
Patent:US9597494B2,解决,技术问题:信号引导和聚焦,US9597494B2
Patent:US9597494B2,解决,技术问题:信号引导和聚焦,US9597494B2
Patent:US9597494B2,应用于,应用场景:神经调节,US9597494B2
Patent:US9597494B2,应用于,应用场景:测量,US9597494B2
Patent:US9597494B2,应用于,应用场景:热传递,US9597494B2
Patent:US9597494B2,应用于,应用场景:成像,US9597494B2
Patent:US9597494B2,应用于,应用场景:神经疾病的诊断和治疗,US9597494B2
Patent:US9597494B2,采用,技术方法:在颅骨中形成孔,US9597494B2
Patent:US9597494B2,采用,技术方法:植入通道装置,US9597494B2
Patent:US9597494B2,采用,技术方法:引导和聚焦信号,US9597494B2
Patent:US9597494B2,基于,技术原理:信号引导和聚焦,US9597494B2
Patent:US9597494B2,包括,核心部件:颅骨中的孔,US9597494B2
Patent:US9597494B2,包括,核心部件:可植入颅骨中的通道装置,US9597494B2
Patent:US9597494B2,属于,技术主题:超声治疗 (A61N7),US9597494B2
Patent:US9597494B2,公开国家,国家:美国,US9597494B2
Patent:US9597494B2,公开年,年份:2016,US9597494B2
Patent:US11298070B2,解决,技术问题:监测对大脑中的刺激作出反应的神经活动,US11298070B2
Patent:US11298070B2,应用于,应用场景:脑神经活动监测,US11298070B2
Patent:US11298070B2,采用,技术方法:递送第二刺激,US11298070B2
Patent:US11298070B2,采用,技术方法:神经活动检测,US11298070B2
Patent:US11298070B2,采用,技术方法:确定波形特征,US11298070B2
Patent:US11298070B2,采用,技术方法:产生第二刺激,US11298070B2
Patent:US11298070B2,采用,技术方法:施加第二刺激,US11298070B2
Patent:US11298070B2,基于,技术原理:神经元活动引起高频振荡,US11298070B2
Patent:US11298070B2,包括,核心部件:电极,US11298070B2
技术方法:神经活动检测,处理,生物信号类型:高频振荡(HFO),US11298070B2
技术方法:确定波形特征,处理,生物信号类型:高频振荡(HFO),US11298070B2
Patent:US11298070B2,属于,技术主题:电疗器械 (A61N1),US11298070B2
Patent:US11298070B2,公开国家,国家:美国,US11298070B2
Patent:US11298070B2,公开年,年份:2018,US11298070B2
Patent:US20190344075A1,解决,技术问题:需要神经系统功能支持,US20190344075A1
Patent:US20190344075A1,解决,技术问题:调节神经系统组件活性,US20190344075A1
Patent:US20190344075A1,应用于,应用场景:脊髓的电神经刺激,US20190344075A1
Patent:US20190344075A1,应用于,应用场景:神经系统功能支持,US20190344075A1
Patent:US20190344075A1,采用,技术方法:信号处理算法,US20190344075A1
Patent:US20190344075A1,采用,技术方法:时空选择性刺激,US20190344075A1
Patent:US20190344075A1,采用,技术方法:多极时空刺激,US20190344075A1
Patent:US20190344075A1,基于,技术原理:多极时空刺激,US20190344075A1
Patent:US20190344075A1,基于,技术原理:多极时空刺激,US20190344075A1
Patent:US20190344075A1,包括,核心部件:信号处理装置,US20190344075A1
Patent:US20190344075A1,包括,核心部件:多电极阵列,US20190344075A1
Patent:US20190344075A1,包括,核心部件:可植入脉冲发生器(IPG),US20190344075A1
Patent:US20190344075A1,属于,技术主题:电疗器械 (A61N1),US20190344075A1
Patent:US20190344075A1,公开国家,国家:美国,US20190344075A1
Patent:US20190344075A1,公开年,年份:2019,US20190344075A1
Patent:US7231254B2,解决,技术问题:调节神经系统组件活性,US7231254B2
Patent:US7231254B2,解决,技术问题:调节神经活性,US7231254B2
Patent:US7231254B2,解决,技术问题:神经障碍治疗,US7231254B2
Patent:US7231254B2,应用于,应用场景:神经调节,US7231254B2
Patent:US7231254B2,采用,技术方法:闭环控制,US7231254B2
Patent:US7231254B2,采用,技术方法:刺激递送,US7231254B2
Patent:US7231254B2,采用,技术方法:治疗参数导出,US7231254B2
Patent:US7231254B2,基于,技术原理:闭环反馈控制,US7231254B2
Patent:US7231254B2,包括,核心部件:脑机接口,US7231254B2
Patent:US7231254B2,包括,核心部件:神经调节器,US7231254B2
Patent:US7231254B2,包括,核心部件:传感器,US7231254B2
技术方法:治疗参数导出,处理,生物信号类型:神经响应,US7231254B2
Patent:US7231254B2,属于,技术主题:电疗器械 (A61N1),US7231254B2
Patent:US7231254B2,公开国家,国家:美国,US7231254B2
Patent:US7231254B2,公开年,年份:2004,US7231254B2
Patent:CN118592963B,解决,技术问题:电极性能优化,CN118592963B
Patent:CN118592963B,解决,技术问题:维持信号传输的一致性,CN118592963B
Patent:CN118592963B,解决,技术问题:成本降低,CN118592963B
Patent:CN118592963B,解决,技术问题:成本降低,CN118592963B
Patent:CN118592963B,解决,技术问题:对环境更加友好,CN118592963B
Patent:CN118592963B,应用于,应用场景:脑机接口,CN118592963B
Patent:CN118592963B,采用,技术方法:在电极触点和焊点的暴露面设置不同材料,CN118592963B
Patent:CN118592963B,基于,技术原理:不同材料能够充分发挥各自的优势,CN118592963B
Patent:CN118592963B,包括,核心部件:柔性支撑层,CN118592963B
Patent:CN118592963B,包括,核心部件:电极金属层,CN118592963B
Patent:CN118592963B,包括,核心部件:封装层,CN118592963B
Patent:CN118592963B,包括,核心部件:电极触点阵列区域,CN118592963B
Patent:CN118592963B,包括,核心部件:焊盘区域,CN118592963B
Patent:CN118592963B,包括,核心部件:导电线,CN118592963B
Patent:CN118592963B,包括,核心部件:电极触点,CN118592963B
Patent:CN118592963B,包括,核心部件:焊点,CN118592963B
Patent:CN118592963B,属于,技术主题:连接器结构 (H01R13),CN118592963B
Patent:CN118592963B,公开国家,国家:中国,CN118592963B
Patent:CN118592963B,公开年,年份:2024,CN118592963B
Patent:US20090076567A1,解决,技术问题:减少侵入性,US20090076567A1
Patent:US20090076567A1,解决,技术问题:神经刺激功效,US20090076567A1
Patent:US20090076567A1,应用于,应用场景:脑疾病治疗,US20090076567A1
Patent:US20090076567A1,采用,技术方法:识别目标神经结构,US20090076567A1
Patent:US20090076567A1,采用,技术方法:植入电极装置,US20090076567A1
Patent:US20090076567A1,采用,技术方法:施加电信号刺激,US20090076567A1
Patent:US20090076567A1,基于,技术原理:电极轴线偏离目标神经结构以减少侵入性,US20090076567A1
Patent:US20090076567A1,基于,技术原理:通过电信号刺激目标神经结构,US20090076567A1
Patent:US20090076567A1,包括,核心部件:电极装置,US20090076567A1
Patent:US20090076567A1,包括,核心部件:电接触,US20090076567A1
Patent:US20090076567A1,属于,技术主题:电疗器械 (A61N1),US20090076567A1
Patent:US20090076567A1,公开国家,国家:美国,US20090076567A1
Patent:US20090076567A1,公开年,年份:2008,US20090076567A1
Patent:US6647296B2,解决,技术问题:治疗神经系统疾病,US6647296B2
Patent:US6647296B2,解决,技术问题:终止癫痫样活动,US6647296B2
Patent:US6647296B2,应用于,应用场景:癫痫,US6647296B2
Patent:US6647296B2,应用于,应用场景:偏头痛,US6647296B2
Patent:US6647296B2,应用于,应用场景:帕金森病,US6647296B2
Patent:US6647296B2,采用,技术方法:多电极闭环响应,US6647296B2
Patent:US6647296B2,采用,技术方法:信号调节,US6647296B2
Patent:US6647296B2,采用,技术方法:识别神经生理事件,US6647296B2
Patent:US6647296B2,采用,技术方法:多通道记录,US6647296B2
Patent:US6647296B2,采用,技术方法:可编程性,US6647296B2
Patent:US6647296B2,基于,技术原理:反馈控制,US6647296B2
Patent:US6647296B2,基于,技术原理:电刺激,US6647296B2
Patent:US6647296B2,基于,技术原理:药物释放,US6647296B2
Patent:US6647296B2,基于,技术原理:感觉输入,US6647296B2
Patent:US6647296B2,包括,核心部件:脑电极,US6647296B2
Patent:US6647296B2,包括,核心部件:控制器,US6647296B2
Patent:US6647296B2,包括,核心部件:信号调节装置,US6647296B2
Patent:US6647296B2,包括,核心部件:神经事件检测装置,US6647296B2
Patent:US6647296B2,包括,核心部件:外部设备,US6647296B2
技术方法:信号调节,处理,生物信号类型:EEG,US6647296B2
技术方法:识别神经生理事件,处理,生物信号类型:EEG,US6647296B2
技术方法:多通道记录,处理,生物信号类型:EEG,US6647296B2
Patent:US6647296B2,属于,技术主题:电疗器械 (A61N1),US6647296B2
Patent:US6647296B2,公开国家,国家:美国,US6647296B2
Patent:US6647296B2,公开年,年份:2001,US6647296B2
Patent:CN119868794A,解决,技术问题:大范围细胞和单个细胞刺激治疗需求难以兼顾,CN119868794A
Patent:CN119868794A,应用于,应用场景:脑机接口,CN119868794A
Patent:CN119868794A,采用,技术方法:电刺激,CN119868794A
Patent:CN119868794A,采用,技术方法:光刺激,CN119868794A
Patent:CN119868794A,基于,技术原理:产生刺激信号,CN119868794A
Patent:CN119868794A,基于,技术原理:产生刺激信号,CN119868794A
Patent:CN119868794A,包括,核心部件:植入部,CN119868794A
Patent:CN119868794A,包括,核心部件:非植入部,CN119868794A
Patent:CN119868794A,包括,核心部件:发光单元层,CN119868794A
Patent:CN119868794A,包括,核心部件:第一金属层,CN119868794A
Patent:CN119868794A,包括,核心部件:控制器,CN119868794A
Patent:CN119868794A,包括,核心部件:第一引线,CN119868794A
Patent:CN119868794A,包括,核心部件:第二引线,CN119868794A
Patent:CN119868794A,属于,技术主题:放射治疗 (A61N5),CN119868794A
Patent:CN119868794A,公开国家,国家:中国,CN119868794A
Patent:CN119868794A,公开年,年份:2025,CN119868794A
Patent:US12613624B2,解决,技术问题:提供刺激的计划和/或控制,US12613624B2
Patent:US12613624B2,应用于,应用场景:神经调节系统,US12613624B2
Patent:US12613624B2,采用,技术方法:图形呈现,US12613624B2
Patent:US12613624B2,采用,技术方法:选择,US12613624B2
Patent:US12613624B2,采用,技术方法:计算,US12613624B2
Patent:US12613624B2,包括,核心部件:图形呈现模块,US12613624B2
Patent:US12613624B2,包括,核心部件:选择模块,US12613624B2
Patent:US12613624B2,包括,核心部件:计算模块,US12613624B2
Patent:US12613624B2,包括,核心部件:电极阵列,US12613624B2
Patent:US12613624B2,属于,技术主题:电疗器械 (A61N1),US12613624B2
Patent:US12613624B2,公开国家,国家:美国,US12613624B2
Patent:US12613624B2,公开年,年份:2020,US12613624B2
Patent:CN116077829B,解决,技术问题:维持柔性电极在成品阶段的表面洁净度,CN116077829B
Patent:CN116077829B,解决,技术问题:维持或增加电极表面电容值,CN116077829B
Patent:CN116077829B,解决,技术问题:电极性能优化,CN116077829B
Patent:CN116077829B,应用于,应用场景:植入装置,CN116077829B
Patent:CN116077829B,应用于,应用场景:电刺激器,CN116077829B
Patent:CN116077829B,采用,技术方法:刺激模式启动指令,CN116077829B
Patent:CN116077829B,采用,技术方法:获取电镀脉冲配置参数,CN116077829B
Patent:CN116077829B,采用,技术方法:控制脉冲发生模块产生电镀脉冲信号,CN116077829B
Patent:CN116077829B,采用,技术方法:刺激模式启动指令,CN116077829B
Patent:CN116077829B,采用,技术方法:获取电镀脉冲配置参数,CN116077829B
Patent:CN116077829B,采用,技术方法:控制脉冲发生模块产生电镀脉冲信号,CN116077829B
Patent:CN116077829B,基于,技术原理:电镀脉冲信号对电极进行电镀,CN116077829B
Patent:CN116077829B,基于,技术原理:电刺激脉冲信号,CN116077829B
Patent:CN116077829B,包括,核心部件:集成电路装置,CN116077829B
Patent:CN116077829B,包括,核心部件:导体,CN116077829B
Patent:CN116077829B,包括,核心部件:电极阵列,CN116077829B
Patent:CN116077829B,包括,核心部件:脉冲发生模块,CN116077829B
Patent:CN116077829B,包括,核心部件:控制器,CN116077829B
Patent:CN116077829B,属于,技术主题:电疗器械 (A61N1),CN116077829B
Patent:CN116077829B,公开国家,国家:中国,CN116077829B
Patent:CN116077829B,公开年,年份:2023,CN116077829B
Patent:KR101610939B1,解决,技术问题:直接向初级体感皮层施加刺激等方法精度低,KR101610939B1
Patent:KR101610939B1,解决,技术问题:在人类大脑层面后校正由人类诱导的感觉，以适应用户的意图,KR101610939B1
Patent:KR101610939B1,应用于,应用场景:通过脑刺激调节感觉,KR101610939B1
Patent:KR101610939B1,采用,技术方法:确定脑反应变化程度最明显的位置作为目标区域,KR101610939B1
Patent:KR101610939B1,采用,技术方法:向人类大脑的初级体感皮层施加诱导刺激,KR101610939B1
Patent:KR101610939B1,采用,技术方法:生成调节人类对诱导刺激感觉的脑刺激信号,KR101610939B1
Patent:KR101610939B1,采用,技术方法:将生成的脑刺激信号施加到目标区域,KR101610939B1
Patent:KR101610939B1,基于,技术原理:通过调节人类对刺激的脑活动模式，将适当的感觉传达给相应人员,KR101610939B1
Patent:KR101610939B1,包括,核心部件:计算设备,KR101610939B1
技术方法:确定脑反应变化程度最明显的位置作为目标区域,处理,生物信号类型:脑反应,KR101610939B1
技术方法:向人类大脑的初级体感皮层施加诱导刺激,处理,生物信号类型:脑反应,KR101610939B1
技术方法:生成调节人类对诱导刺激感觉的脑刺激信号,处理,生物信号类型:脑反应,KR101610939B1
技术方法:将生成的脑刺激信号施加到目标区域,处理,生物信号类型:脑反应,KR101610939B1
Patent:KR101610939B1,属于,技术主题:电疗器械 (A61N1),KR101610939B1
Patent:KR101610939B1,公开国家,国家:韩国,KR101610939B1
Patent:KR101610939B1,公开年,年份:2015,KR101610939B1
Patent:WO2023194449A1,解决,技术问题:如何实现至少一个神经的电刺激,WO2023194449A1
Patent:WO2023194449A1,解决,技术问题:如何建立与神经外表面和神经内部的电连接,WO2023194449A1
Patent:WO2023194449A1,应用于,应用场景:电刺激至少一个神经,WO2023194449A1
Patent:WO2023194449A1,采用,技术方法:可弯曲衬底至少部分地围绕神经布置,WO2023194449A1
Patent:WO2023194449A1,采用,技术方法:表面电极在神经外表面建立电连接,WO2023194449A1
Patent:WO2023194449A1,采用,技术方法:神经内电极穿透神经外表面建立电连接,WO2023194449A1
Patent:WO2023194449A1,基于,技术原理:电极与神经电连接,WO2023194449A1
Patent:WO2023194449A1,基于,技术原理:电极与神经电连接,WO2023194449A1
Patent:WO2023194449A1,包括,核心部件:可弯曲衬底,WO2023194449A1
Patent:WO2023194449A1,包括,核心部件:表面电极,WO2023194449A1
Patent:WO2023194449A1,包括,核心部件:神经内电极,WO2023194449A1
Patent:WO2023194449A1,属于,技术主题:电疗器械 (A61N1),WO2023194449A1
Patent:WO2023194449A1,公开国家,国家:世界知识产权组织,WO2023194449A1
Patent:WO2023194449A1,公开年,年份:2023,WO2023194449A1
Patent:US7107097B2,解决,技术问题:放置在一个或多个皮质和/或其它神经解剖学部位以提供电刺激和/或监测患者体内的神经电活动,US7107097B2
Patent:US7107097B2,解决,技术问题:建立预期类型的刺激场分布和/或监测配置,US7107097B2
Patent:US7107097B2,应用于,应用场景:皮质和/或其它神经解剖学部位,US7107097B2
Patent:US7107097B2,应用于,应用场景:患者体内神经电活动监测,US7107097B2
Patent:US7107097B2,采用,技术方法:植入关节电极组件,US7107097B2
Patent:US7107097B2,采用,技术方法:多个部分、段、桨叶和/或板彼此空间发散放置,US7107097B2
Patent:US7107097B2,采用,技术方法:以不同方式定位于神经解剖学位点,US7107097B2
Patent:US7107097B2,基于,技术原理:空间发散放置能力,US7107097B2
Patent:US7107097B2,基于,技术原理:刺激场分布,US7107097B2
Patent:US7107097B2,包括,核心部件:支撑构件,US7107097B2
Patent:US7107097B2,包括,核心部件:电极或电触点阵列,US7107097B2
Patent:US7107097B2,包括,核心部件:关节电极组件,US7107097B2
Patent:US7107097B2,包括,核心部件:片段或板,US7107097B2
技术方法:植入关节电极组件,处理,生物信号类型:神经活动,US7107097B2
技术方法:多个部分、段、桨叶和/或板彼此空间发散放置,处理,生物信号类型:神经活动,US7107097B2
技术方法:以不同方式定位于神经解剖学位点,处理,生物信号类型:神经活动,US7107097B2
Patent:US7107097B2,属于,技术主题:电疗器械 (A61N1),US7107097B2
Patent:US7107097B2,公开国家,国家:美国,US7107097B2
Patent:US7107097B2,公开年,年份:2004,US7107097B2
Patent:US20070027514A1,解决,技术问题:将电极相对于目标刺激部位定位在不同的位置和取向,US20070027514A1
Patent:US20070027514A1,应用于,应用场景:脊髓刺激以减轻慢性疼痛,US20070027514A1
Patent:US20070027514A1,应用于,应用场景:胃肠刺激以减轻胃轻瘫或肥胖,US20070027514A1
Patent:US20070027514A1,应用于,应用场景:盆底刺激以减轻失禁或性功能障碍,US20070027514A1
Patent:US20070027514A1,应用于,应用场景:深部脑刺激以减轻神经障碍,US20070027514A1
Patent:US20070027514A1,采用,技术方法:将电极阵列分布在凸面或凹面上,US20070027514A1
Patent:US20070027514A1,基于,技术原理:适形电极阵列,US20070027514A1
Patent:US20070027514A1,包括,核心部件:可植入电引线,US20070027514A1
Patent:US20070027514A1,包括,核心部件:电极阵列,US20070027514A1
Patent:US20070027514A1,属于,技术主题:电疗器械 (A61N1),US20070027514A1
Patent:US20070027514A1,公开国家,国家:美国,US20070027514A1
Patent:US20070027514A1,公开年,年份:2005,US20070027514A1
Patent:US8078281B2,解决,技术问题:连续调整和优化刺激参数,US8078281B2
Patent:US8078281B2,解决,技术问题:使治疗连续适应患者的临床状态,US8078281B2
Patent:US8078281B2,应用于,应用场景:脑深部刺激,US8078281B2
Patent:US8078281B2,应用于,应用场景:神经系统疾病治疗,US8078281B2
Patent:US8078281B2,采用,技术方法:分析来自邻近刺激电极本身的组织的生物电信号,US8078281B2
Patent:US8078281B2,采用,技术方法:特征信号用于确定刺激参数的反馈,US8078281B2
Patent:US8078281B2,基于,技术原理:局部生物电作用,US8078281B2
Patent:US8078281B2,基于,技术原理:慢性适应性脑刺激,US8078281B2
Patent:US8078281B2,包括,核心部件:导管,US8078281B2
Patent:US8078281B2,包括,核心部件:电极触点,US8078281B2
Patent:US8078281B2,包括,核心部件:刺激模块,US8078281B2
Patent:US8078281B2,包括,核心部件:特征提取模块,US8078281B2
技术方法:分析来自邻近刺激电极本身的组织的生物电信号,处理,生物信号类型:生物电信号,US8078281B2
技术方法:特征信号用于确定刺激参数的反馈,处理,生物信号类型:脑活动信号,US8078281B2
Patent:US8078281B2,属于,技术主题:身体诊断测量 (A61B5),US8078281B2
Patent:US8078281B2,公开国家,国家:美国,US8078281B2
Patent:US8078281B2,公开年,年份:2006,US8078281B2
Patent:US20120302856A1,解决,技术问题:测量或刺激脑神经活动,US20120302856A1
Patent:US20120302856A1,解决,技术问题:无线发射数字数据,US20120302856A1
Patent:US20120302856A1,应用于,应用场景:微电极技术领域,US20120302856A1
Patent:US20120302856A1,采用,技术方法:SAR ADC转换,US20120302856A1
Patent:US20120302856A1,采用,技术方法:皮肤内通信,US20120302856A1
Patent:US20120302856A1,采用,技术方法:无线发射,US20120302856A1
Patent:US20120302856A1,基于,技术原理:轨到轨操作,US20120302856A1
Patent:US20120302856A1,包括,核心部件:螺栓形外壳,US20120302856A1
Patent:US20120302856A1,包括,核心部件:工具接合头,US20120302856A1
Patent:US20120302856A1,包括,核心部件:螺纹杆,US20120302856A1
Patent:US20120302856A1,包括,核心部件:内部电路,US20120302856A1
Patent:US20120302856A1,包括,核心部件:电极,US20120302856A1
技术方法:SAR ADC转换,处理,生物信号类型:脑活动,US20120302856A1
技术方法:皮肤内通信,处理,生物信号类型:脑活动,US20120302856A1
技术方法:无线发射,处理,生物信号类型:脑活动,US20120302856A1
Patent:US20120302856A1,属于,技术主题:身体诊断测量 (A61B5),US20120302856A1
Patent:US20120302856A1,公开国家,国家:美国,US20120302856A1
Patent:US20120302856A1,公开年,年份:2010,US20120302856A1
Patent:US11684781B2,包括,核心部件:颅内电极,US11684781B2
Patent:US11684781B2,包括,核心部件:深部脑刺激系统,US11684781B2
Patent:US11684781B2,包括,核心部件:脑可植入设备,US11684781B2
Patent:US11684781B2,包括,核心部件:脉冲发生器,US11684781B2
Patent:US11684781B2,属于,技术主题:电疗器械 (A61N1),US11684781B2
Patent:US11684781B2,公开国家,国家:美国,US11684781B2
Patent:US11684781B2,公开年,年份:2021,US11684781B2
Patent:US8116875B2,解决,技术问题:脑损伤的期望恢复,US8116875B2
Patent:US8116875B2,解决,技术问题:影响大脑的相对大和/或相对远的区域,US8116875B2
Patent:US8116875B2,应用于,应用场景:神经调节和/或神经刺激系统,US8116875B2
Patent:US8116875B2,应用于,应用场景:神经调节,US8116875B2
Patent:US8116875B2,采用,技术方法:根据规定的治疗方案联合工作,US8116875B2
Patent:US8116875B2,采用,技术方法:基于运动诱发电位(MEP)的神经调节,US8116875B2
Patent:US8116875B2,采用,技术方法:利用AC和/或DC激励,US8116875B2
Patent:US8116875B2,基于,技术原理:可调节偏置构件或弹簧,US8116875B2
Patent:US8116875B2,基于,技术原理:电极至脉冲发生器的远端部分之间的调节,US8116875B2
Patent:US8116875B2,包括,核心部件:可植入脉冲发生器,US8116875B2
Patent:US8116875B2,包括,核心部件:电极,US8116875B2
Patent:US8116875B2,包括,核心部件:调节装置,US8116875B2
Patent:US8116875B2,包括,核心部件:可调节偏置构件,US8116875B2
Patent:US8116875B2,包括,核心部件:弹簧,US8116875B2
技术方法:基于运动诱发电位(MEP)的神经调节,处理,生物信号类型:运动诱发电位(MEP),US8116875B2
Patent:US8116875B2,属于,技术主题:电疗器械 (A61N1),US8116875B2
